split;reason;text;value
0;;"Tirsdag den 18. februar 2020 (D)

62. møde";
81;Time;"Dagsorden
1) Spørgsmål om fremme af forespørgsel nr. F 41:
Forespørgsel til børne- og undervisningsministeren om det fagli‐
ge niveau på de gymnasiale uddannelser.
Af Henrik Dahl (LA) og Ellen Trane Nørby (V).
(Anmeldelse 06.02.2020).
2) Spørgsmål om fremme af forespørgsel nr. F 42:
Forespørgsel til justitsministeren om forhandlingerne med andre
lande om fængselspladser.
Af Morten Messerschmidt (DF) og Peter Skaarup (DF).
(Anmeldelse 07.02.2020).
3) Spørgsmål om fremme af forespørgsel nr. F 43:
Forespørgsel til børne- og undervisningsministeren om ytrings‐
frihed for studerende på ungdomsuddannelser.
Af Henrik Dahl (LA) og Alex Vanopslagh (LA).
(Anmeldelse 07.02.2020).
4) 2. (sidste) behandling af beslutningsforslag nr. B 9:
Forslag til folketingsbeslutning om en udredning af EU's indvirkning
på dansk udlændingepolitik.
Af Morten Messerschmidt (DF) m.fl.
(Fremsættelse 08.10.2019. 1. behandling 12.12.2019. Betænkning
24.01.2020).
5) 2. behandling af lovforslag nr. L 96:
Forslag til lov om ændring af lov om adgangsregulering ved vide‐
regående uddannelser. (Ophævelse af begrænsning af dobbeltuddan‐
nelse).
Af uddannelses- og forskningsministeren (Ane Halsboe-Jørgensen).
(Fremsættelse 17.01.2020. 1. behandling 24.01.2020. Betænkning
05.02.2020).
6) 2. behandling af lovforslag nr. L 81:
Forslag til lov om ændring af lov om planlægning, lov om midlerti‐
dig regulering af boligforholdene, lov om naturbeskyttelse og lov
om maritim fysisk planlægning. (Frist ved udlæg af sommerhusom‐
råder, kommuneplanredegørelse for Grønt Danmarkskort, boliger på
arealer belastet af lugt, overførsel af fleksboligordningen, realisering
af forsøgsprojekter og mulighed for at vedtage planer eller meddele
tilladelse m.v. efter offentliggørelse af forslag til havplan m.v.).
Af erhvervsministeren (Simon Kollerup).
(Fremsættelse 04.12.2019. 1. behandling 12.12.2019. Betænkning
06.02.2020).

1

7) 2. behandling af lovforslag nr. L 68:
Forslag til lov om ændring af lov om social service. (Ro og stabilitet
for udsatte børn og unge og styrkelse af forældres retssikkerhed i
anbringelsessager).
Af social- og indenrigsministeren (Astrid Krag).
(Fremsættelse 20.11.2019. 1. behandling 26.11.2019. Betænkning
06.02.2020).
8) 1. behandling af lovforslag nr. L 106:
Forslag til lov om ændring af lov om retssikkerhed og administration
på det sociale område. (Ankestyrelsens sammensætning og behand‐
ling af sager om uenighed mellem kommuner m.v.).
Af social- og indenrigsministeren (Astrid Krag).
(Fremsættelse 05.02.2020).
9) 1. behandling af lovforslag nr. L 109:
Forslag til lov om ændring af lov om finansiel virksomhed, lov om
forvaltere af alternative investeringsfonde m.v., lov om investerings‐
foreninger m.v. og forskellige andre love. (Ændringer som følge af
PEPP-forordningen, ændring af reglerne for outsourcing og præcise‐
ring af reglerne om forsikringsmægleres uafhængighed).
Af erhvervsministeren (Simon Kollerup).
(Fremsættelse 05.02.2020).
10) 1. behandling af lovforslag nr. L 110:
Forslag til lov om ændring af årsregnskabsloven, selskabsloven, lov
om visse erhvervsdrivende virksomheder, revisorloven og forskelli‐
ge andre love. (Kontrolpakken og gebyrfinansiering af hvidvasktil‐
syn).
Af erhvervsministeren (Simon Kollerup).
(Fremsættelse 05.02.2020).
11) 1. behandling af lovforslag nr. L 107:
Forslag til lov om ændring af SU-loven, lov om statens voksenud‐
dannelsesstøtte, lov om befordringsrabat til studerende ved videregå‐
ende uddannelser og lov om befordringsrabat til uddannelsessøgende
i ungdomsuddannelser m.v. (SU til adgangskurser på institutioner for
erhvervsrettet uddannelse, indfrielse af tidligere studielån ved opta‐
gelse af nyt studielån, udlandsstipendium til ikke-trindelte uddannel‐
ser på kandidatniveau, hjemmel til at fastsætte regler om fælles
dataansvar m.v.).
Af uddannelses- og forskningsministeren (Ane Halsboe-Jørgensen).
(Fremsættelse 05.02.2020).";kl. 13.00
3996;Time;Meddelelser fra formanden;Kl. 13:00
4057;title_name;":
Mødet er åbnet.

2

Tirsdag den 18. februar 2020 (F 41)

I dag er der følgende anmeldelser:

Ønsker nogen at udtale sig?
Da det ikke er tilfældet, er forhandlingen sluttet, og vi går til
afstemning.

Samira Nawa (RV) m.fl.:";Henrik Dam Kristensen
4294;Time;"Beslutningsforslag nr. B 91 (Forslag til folketingsbeslutning om
skærpelse af reglerne om måltal og politikker for andelen af det
underrepræsenterede køn i de øverste ledelsesorganer i private virk‐
somheder).";Kl. 13:01
4549;name_party;":
Forespørgsel nr. F 44 (Hvad kan ministeren oplyse om, at CIA i
hemmelighed har ejet Crypto AG, der har leveret krypteringsudstyr
til det danske forsvar, og hvordan forholder regeringen sig til, at en
fremmed stat har skaffet sig adgang til vores fortrolige kommunika‐
tion?).

Afstemning";Eva Flyvholm
4872;title_name;":
Der stemmes om forslagets endelige vedtagelse. Der kan stemmes.
Afstemningen slutter.
For stemte 23 (DF, KF, NB og LA), imod stemte 85 (S, V, RV, SF,
EL og ALT), hverken for eller imod stemte 0.
Forslaget til folketingsbeslutning er forkastet.

Titlerne på de anmeldte sager vil fremgå af www.folketingstiden‐
de.dk (jf. ovenfor).

Det første punkt på dagsordenen er:
1) Spørgsmål om fremme af forespørgsel nr. F 41:
Forespørgsel til børne- og undervisningsministeren om det fagli‐
ge niveau på de gymnasiale uddannelser.
Af Henrik Dahl (LA) og Ellen Trane Nørby (V).
(Anmeldelse 06.02.2020).
Sammen med dette punkt foretages:
2) Spørgsmål om fremme af forespørgsel nr. F 42:
Forespørgsel til justitsministeren om forhandlingerne med andre
lande om fængselspladser.
Af Morten Messerschmidt (DF) og Peter Skaarup (DF).
(Anmeldelse 07.02.2020).
3) Spørgsmål om fremme af forespørgsel nr. F 43:
Forespørgsel til børne- og undervisningsministeren om ytrings‐
frihed for studerende på ungdomsuddannelser.
Af Henrik Dahl (LA) og Alex Vanopslagh (LA).
(Anmeldelse 07.02.2020).";Henrik Dam Kristensen
5953;Time;"Det næste punkt på dagsordenen er:
5) 2. behandling af lovforslag nr. L 96:
Forslag til lov om ændring af lov om adgangsregulering ved
videregående uddannelser. (Ophævelse af begrænsning af dob‐
beltuddannelse).
Af uddannelses- og forskningsministeren (Ane Halsboe-Jørgensen).
(Fremsættelse 17.01.2020. 1. behandling 24.01.2020. Betænkning
05.02.2020).";Kl. 13:00
6317;Time;Forhandling;Kl. 13:02
6364;title_name;":
Der er ikke stillet ændringsforslag.
Ønsker nogen at udtale sig?
Da det ikke er tilfældet, er forhandlingen sluttet.
Jeg foreslår, at lovforslaget går direkte til tredje behandling uden
fornyet udvalgsbehandling. Hvis ingen gør indsigelse, betragter jeg
det som vedtaget.
Det er vedtaget.";Henrik Dam Kristensen
