split;reason;text;value
0;;"Torsdag den 6. maj 2021 (D)

110. møde";
72;Time;"Dagsorden
1) Spørgsmål om fremme af forespørgsel nr. F 62:
Forespørgsel til social- og ældreministeren om retssikkerheden
for borgere med handicap.
Af Jakob Sølvhøj (EL) og Pernille Skipper (EL).
(Anmeldelse 04.05.2021).
2) Fortsættelse af forespørgsel nr. F 61 [afstemning]:
Forespørgsel til udlændinge- og integrationsministeren om, at
området omkring Damaskus er sikkert at vende tilbage til for
syriske statsborgere.
Af Eva Flyvholm (EL) og Rosa Lund (EL).
(Anmeldelse 03.05.2021. Fremme 04.05.2021. Forhandling - haste‐
forespørgsel 05.05.2021. Forslag til vedtagelse nr. V 117 af Rosa
Lund (EL), Carl Valentin (SF), Kristian Hegaard (RV), Jens Rohde
(KD), Sikandar Siddique (UFG), Uffe Elbæk (UFG) og Susanne
Zimmer (UFG). Forslag til vedtagelse nr. V 118 af Rasmus Stoklund
(S), Mads Fuglede (V), Marcus Knuth (KF) og Henrik Dahl (LA).
Forslag til vedtagelse nr. V 119 af Kristian Thulesen Dahl (DF)).
3) 3. behandling af lovforslag nr. L 198:
Forslag til lov om velfærdsaftaler på ældreområdet.
Af social- og ældreministeren (Astrid Krag).
(Fremsættelse 24.03.2021. 1. behandling 08.04.2021. Betænkning
03.05.2021. 2. behandling 04.05.2021. Lovforslaget optrykt efter 2.
behandling).
4) 3. behandling af lovforslag nr. L 199:
Forslag til lov om velfærdsaftaler på dagtilbudsområdet og folkesko‐
leområdet.
Af børne- og undervisningsministeren (Pernille Rosenkrantz-Theil).
(Fremsættelse 24.03.2021. 1. behandling 16.04.2021. Betænkning
29.04.2021. 2. behandling 04.05.2021. Lovforslaget optrykt efter 2.
behandling).
5) 3. behandling af lovforslag nr. L 128:
Forslag til lov om ændring af færdselsloven. (Forhøjelse af afgift
ved ulovlig standsning på handicapparkeringspladser og differentie‐
ret parkeringsafgift for lastbiler og busser afhængigt af betalingstids‐
punkt).
Af transportministeren (Benny Engelbrecht).
(Fremsættelse 16.12.2020. 1. behandling 23.03.2021. Betænkning
27.04.2021. 2. behandling 04.05.2021).

1

6) 3. behandling af lovforslag nr. L 148 A:
Forslag til lov om ændring af lov om fremme af vedvarende energi,
biobrændstofloven, lov om naturgasforsyning og forskellige andre
love (Gennemførelse af dele af direktiv om fremme af anvendel‐
sen af energi fra vedvarende energikilder, herunder bestemmelser
om oprindelsesgarantier, tilladelsesprocesser, VE-fællesskaber, bæ‐
redygtighedskriterier og kriterier for drivhusgasemissionsbesparelser
for biobrændstoffer, biomassebrændsler og flydende biobrændsler,
m.v.)
Af klima-, energi- og forsyningsministeren (Dan Jørgensen).
(2. behandling 27.04.2021. Lovforslaget optrykt efter 2. behandling.
Tillægsbetænkning 29.04.2021. Ændringsforslag nr. 1 af 05.05.2021
uden for tillægsbetænkningen af klima-, energi- og forsyningsmini‐
steren (Dan Jørgensen)).
7) 1. behandling af lovforslag nr. L 224:
Forslag til lov om ændring af lov om miljøvenligt design af ener‐
girelaterede produkter, produktenergimærkningsloven, lov om radio‐
udstyr og elektromagnetiske forhold og lov om elektroniske kom‐
munikationsnet og -tjenester. (Tilpasning af kontrolbeføjelser m.v. i
overensstemmelse med Europa-Parlamentets og Rådets forordning
1020/2019/EU af 20. juni 2019 om markedsovervågning og produkt‐
overensstemmelse og om ændring af direktiv 2004/42/EF og forord‐
ning 765/2008/EF og 305/2011/EU m.v.).
Af klima-, energi- og forsyningsministeren (Dan Jørgensen).
(Fremsættelse 28.04.2021).
8) 1. behandling af beslutningsforslag nr. B 239:
Forslag til folketingsbeslutning om krav om energirenoveringsrate i
kommunale og regionale bygninger.
Af Katarina Ammitzbøll (KF) m.fl.
(Fremsættelse 09.03.2021).
9) 1. behandling af beslutningsforslag nr. B 211:
Forslag til folketingsbeslutning om udvisning af kriminelle bande‐
medlemmer og deres nærmeste familie og udvisning af klanfamilier
med utryghedsskabende adfærd.
Af Peter Skaarup (DF) m.fl.
(Fremsættelse 05.03.2021).
10) 1. behandling af beslutningsforslag nr. B 191:
Forslag til folketingsbeslutning om udvisning af flere kriminelle
udlændinge.
Af Morten Messerschmidt (DF) m.fl.
(Fremsættelse 03.03.2021).
11) 1. behandling af beslutningsforslag nr. B 150:
Forslag til folketingsbeslutning om at kriminalisere religiøse fatwaer,
der opfordrer til strafbare forhold.
Af Peter Skaarup (DF) m.fl.
(Fremsættelse 09.02.2021).

2

Torsdag den 6. maj 2021 (FM )

12) 1. behandling af beslutningsforslag nr. B 209:
Forslag til folketingsbeslutning om muligheden for at etablere et
udrejsecenter i Grønland.
Af Pia Kjærsgaard (DF) m.fl.
(Fremsættelse 05.03.2021).
13) 1. behandling af beslutningsforslag nr. B 212:
Forslag til folketingsbeslutning om at medregne læretid og praktik‐
ker ved opgørelse af, om beskæftigelseskravet for tidsubegrænset
ophold er opfyldt.
Af Rosa Lund (EL) m.fl.
(Fremsættelse 05.03.2021).
14) 1. behandling af beslutningsforslag nr. B 180:
Forslag til folketingsbeslutning om asylbehandling i modtagecenter
uden for Europa.
Af Morten Messerschmidt (DF) m.fl.
(Fremsættelse 03.03.2021).
15) 1. behandling af lovforslag nr. L 226:
Forslag til lov om ændring af udlændingeloven. (Indførelse af mulig‐
hed for overførsel af asylansøgere til asylsagsbehandling og eventuel
efterfølgende beskyttelse i tredjelande).
Af udlændinge- og integrationsministeren (Mattias Tesfaye).
(Fremsættelse 29.04.2021).
16) 1. behandling af lovforslag nr. L 215:
Forslag til lov om ændring af repatrieringsloven m.v. (Regulering
af ydelsesstruktur og udbetalingstidspunkt af hjælp til repatriering,
indhentelse af udtalelse fra politiet om registreringer i Kriminalregi‐
steret, nægtelse af repatrieringsstøtte af hensyn til statens sikkerhed,
andre staters sikkerhed eller den offentlige orden, ændring af den
kommunale vejledningspligt om repatriering m.v.).
Af udlændinge- og integrationsministeren (Mattias Tesfaye).
(Fremsættelse 15.04.2021).
17) 1. behandling af lovforslag nr. L 228:
Forslag til lov om ændring af udlændingeloven, lov om dansk ind‐
fødsret og integrationsloven. (Indførelse af almindelig klageadgang
på visumområdet, karensperiode i visse visumsager og tilvejebrin‐
gelse af hjemmel til at udstede langtidsvisum til diplomater m.v. og
forskellige justeringer af reglerne for beskæftigelse, privat indkvar‐
tering og indkvartering i egen finansieret bolig for asylansøgere,
tydeliggørelse af hjemlen for iværksættelse af separat indkvartering
af gifte eller samlevende mindreårige udlændinge og fuldbyrdelse af
afgørelser om anbringelse af uledsagede mindreårige samt genindfø‐
relse af erklæringsadgang for tidligere danske statsborgere m.v.).
Af udlændinge- og integrationsministeren (Mattias Tesfaye).
(Fremsættelse 29.04.2021).
18) 1. behandling af lovforslag nr. L 227:
Forslag til lov om indfødsrets meddelelse.
Af udlændinge- og integrationsministeren (Mattias Tesfaye).
(Fremsættelse 29.04.2021).";kl. 10.00
6832;Time;;Kl. 10:00
6867;title_name;":
Hvis ingen gør indsigelse mod fremme af denne forespørgsel, be‐
tragter jeg Tingets samtykke som givet.
Det er givet.

Det næste punkt på dagsordenen er:
2) Fortsættelse af forespørgsel nr. F 61 [afstemning]:
Forespørgsel til udlændinge- og integrationsministeren om, at
området omkring Damaskus er sikkert at vende tilbage til for
syriske statsborgere.
Af Eva Flyvholm (EL) og Rosa Lund (EL).
(Anmeldelse 03.05.2021. Fremme 04.05.2021. Forhandling - haste‐
forespørgsel 05.05.2021. Forslag til vedtagelse nr. V 117 af Rosa
Lund (EL), Carl Valentin (SF), Kristian Hegaard (RV), Jens Rohde
(KD), Sikandar Siddique (UFG), Uffe Elbæk (UFG) og Susanne
Zimmer (UFG). Forslag til vedtagelse nr. V 118 af Rasmus Stoklund
(S), Mads Fuglede (V), Marcus Knuth (KF) og Henrik Dahl (LA).
Forslag til vedtagelse nr. V 119 af Kristian Thulesen Dahl (DF)).";Henrik Dam Kristensen
7720;Time;Afstemning;Kl. 10:00
7766;title_name;":
Forhandlingen er sluttet, og vi går til afstemning. Jeg beder om, at
man tjekker, at det er ens navn, der står i afstemningspanelet, og når
man er blevet klar over det, vil jeg starte afstemningen.
Der foreligger tre forslag til vedtagelse. Der stemmes først om for‐
slag til vedtagelse nr. V 118 af Rasmus Stoklund (S), Mads Fuglede
(V), Marcus Knuth (KF) og Henrik Dahl (LA), og der kan stemmes.
Afstemningen slutter.
For stemte 62 (S, V, KF og LA), imod stemte 32 (DF, SF, RV, EL,
NB, ALT og Susanne Zimmer (UFG)), hverken for eller imod stemte
0.
Forslag til vedtagelse nr. V 118 er vedtaget.
Hermed er forslag til vedtagelse nr. V 117 af Rosa Lund (EL), Carl
Valentin (SF), Kristian Hegaard (RV), Jens Rohde (KD), Sikandar
Siddique (UFG), Uffe Elbæk (UFG) og Susanne Zimmer (UFG)
og forslag til vedtagelse nr. V 119 af Kristian Thulesen Dahl (DF)
bortfaldet.";Henrik Dam Kristensen
8642;Time;;Kl. 10:00
8677;title_name;":
Mødet er åbnet.

Det første punkt på dagsordenen er:
1) Spørgsmål om fremme af forespørgsel nr. F 62:
Forespørgsel til social- og ældreministeren om retssikkerheden
for borgere med handicap.
Af Jakob Sølvhøj (EL) og Pernille Skipper (EL).
(Anmeldelse 04.05.2021).

Hermed er forespørgslen afsluttet.

Torsdag den 6. maj 2021 (L 199)

Det næste punkt på dagsordenen er:
3) 3. behandling af lovforslag nr. L 198:
Forslag til lov om velfærdsaftaler på ældreområdet.
Af social- og ældreministeren (Astrid Krag).
(Fremsættelse 24.03.2021. 1. behandling 08.04.2021. Betænkning
03.05.2021. 2. behandling 04.05.2021. Lovforslaget optrykt efter 2.
behandling).

3

Lovforslaget er enstemmigt vedtaget og vil blive sendt til statsmini‐
steren.";Henrik Dam Kristensen
9424;Time;"Det næste punkt på dagsordenen er:
5) 3. behandling af lovforslag nr. L 128:
Forslag til lov om ændring af færdselsloven. (Forhøjelse af afgift
ved ulovlig standsning på handicapparkeringspladser og diffe‐
rentieret parkeringsafgift for lastbiler og busser afhængigt af
betalingstidspunkt).
Af transportministeren (Benny Engelbrecht).
(Fremsættelse 16.12.2020. 1. behandling 23.03.2021. Betænkning
27.04.2021. 2. behandling 04.05.2021).";Kl. 10:01
9873;Time;;Kl. 10:02
