split;reason;text;value
0;;"Torsdag den 6. februar 2020 (D)

60. møde";
79;Time;"Dagsorden
1) Spørgsmål om fremme af forespørgsel nr. F 39:
Forespørgsel til statsministeren om arbejdet med at etablere et
modtagecenter for asylansøgere uden for Europa.
Af Mads Fuglede (V), Pia Kjærsgaard (DF), Marcus Knuth (KF),
Pernille Vermund (NB) og Henrik Dahl (LA).
(Anmeldelse 04.02.2020).
2) 3. behandling af lovforslag nr. L 80:
Forslag til lov om dyrevelfærd (dyrevelfærdsloven).
Af ministeren for fødevarer, fiskeri og ligestilling (Mogens Jensen).
(Fremsættelse 28.11.2019. 1. behandling 05.12.2019. Betænkning
22.01.2020. 2. behandling 30.01.2020. Lovforslaget optrykt efter 2.
behandling).
3) 3. behandling af lovforslag nr. L 77:
Forslag til lov om ændring af færdselsloven. (Forhøjelse af bødeni‐
veauet for ulovlig afholdelse af hvil i køretøjet m.v.).
Af transportministeren (Benny Engelbrecht).
(Fremsættelse 27.11.2019. 1. behandling 12.12.2019. Betænkning
28.01.2020. 2. behandling 04.02.2020. Lovforslaget optrykt efter 2.
behandling).
4) 3. behandling af lovforslag nr. L 82:
Forslag til lov om ændring af lov om afgift af elektricitet, lov om
afgift af naturgas og bygas m.v., lov om afgift af stenkul, brunkul
og koks m.v. og lov om energiafgift af mineralolieprodukter m.v.
(Omlægning af beskatningen af overskudsvarme).
Af skatteministeren (Morten Bødskov).
(Fremsættelse 04.12.2019. 1. behandling 12.12.2019. Betænkning
30.01.2020. 2. behandling 04.02.2020. Lovforslaget optrykt efter 2.
behandling).
5) 3. behandling af lovforslag nr. L 78:
Forslag til lov om udlevering af lovovertrædere til og fra Danmark
(udleveringsloven).
Af justitsministeren (Nick Hækkerup).
(Fremsættelse 27.11.2019. 1. behandling 10.12.2019. Betænkning
30.01.2020. Omtrykt. 2. behandling 04.02.2020. Lovforslaget op‐
trykt efter 2. behandling).
6) 1. behandling af lovforslag nr. L 99:
Forslag til lov om tillægsbevilling for finansåret 2019.
Af finansministeren (Morten Bødskov fg.).
(Fremsættelse 30.01.2020. 1. behandling 06.02.2020).

1

7) 1. behandling af beslutningsforslag nr. B 62:
Forslag til folketingsbeslutning om at indføre mulighed for at fra‐
vælge halalprodukter og sikre større viden om effekterne af halalaf‐
gifter.
Af Pia Kjærsgaard (DF) m.fl.
(Fremsættelse 17.12.2019).
8) 1. behandling af beslutningsforslag nr. B 70:
Forslag til folketingsbeslutning om flagning i Folketinget.
Af Morten Messerschmidt (DF) m.fl.
(Fremsættelse 14.01.2020).
9) 1. behandling af lovforslag nr. L 100:
Forslag til lov om ændring af lov om de gymnasiale uddannelser, lov
om kommunal indsats for unge under 25 år og lov om erhvervsfaglig
studentereksamen i forbindelse med erhvervsuddannelse (eux) m.v.
(Ændring af adgangsforudsætningerne til de gymnasiale uddannel‐
ser, genberegning af karaktergennemsnit og anvendelse af timepul‐
jen).
Af børne- og undervisningsministeren (Pernille Rosenkrantz-Theil).
(Fremsættelse 30.01.2020).";kl. 10.00
2932;Time;Meddelelser fra formanden;Kl. 10:00
2993;title_name;":
Mødet er åbnet.
I dag er der følgende anmeldelser:
Karina Lorentzen Dehnhardt (SF) m.fl.:
Beslutningsforslag nr. B 92 (Forslag til folketingsbeslutning om ud‐
videt kommunal adgang til individuel varmeforsyning).";Henrik Dam Kristensen
3249;name_party;":
Forespørgsel nr. F 41 (Vil ministeren redegøre for status for arbejdet
i Rådet for Faglighed i de Gymnasiale Uddannelser, herunder om
ministeren er tilfreds med det faglige niveau på de gymnasiale ud‐
dannelser, og hvilke initiativer ministeren planlægger i forlængelse
heraf?).
Titler på de anmeldte sager vil fremgå af www. folketingstidende.dk.
(jf. ovenfor).
Udenrigsministeren (Jeppe Kofod) har meddelt mig, at han ønsker i
henhold til forretningsordenens § 19, stk. 4, at give Folketinget en
skriftlig

2

Torsdag den 6. februar 2020 (F 39)

Redegørelse om udviklingen i EU-samarbejdet.
(Redegørelse nr. R 7).
Eksemplarer vil blive omdelt, og redegørelsen vil fremgå af
www.folketingstidende.dk.
Redegørelsen vil komme til forhandling den 27. februar 2020.

Det næste punkt på dagsordenen er:
3) 3. behandling af lovforslag nr. L 77:
Forslag til lov om ændring af færdselsloven. (Forhøjelse af bøde‐
niveauet for ulovlig afholdelse af hvil i køretøjet m.v.).
Af transportministeren (Benny Engelbrecht).
(Fremsættelse 27.11.2019. 1. behandling 12.12.2019. Betænkning
28.01.2020. 2. behandling 04.02.2020. Lovforslaget optrykt efter 2.
behandling).";Henrik Dahl
4414;Time;"Det første punkt på dagsordenen er:
1) Spørgsmål om fremme af forespørgsel nr. F 39:
Forespørgsel til statsministeren om arbejdet med at etablere et
modtagecenter for asylansøgere uden for Europa.
Af Mads Fuglede (V), Pia Kjærsgaard (DF), Marcus Knuth (KF),
Pernille Vermund (NB) og Henrik Dahl (LA).
(Anmeldelse 04.02.2020).

Forhandling";Kl. 10:02
4788;title_name;":
Der er ikke stillet ændringsforslag.
Ønsker nogen at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Henrik Dam Kristensen
4913;Time;;Kl. 10:02
4924;Time;;Kl. 10:01
4959;title_name;":
Hvis ingen gør indsigelse mod fremme af denne forespørgsel, be‐
tragter jeg Tingets samtykke som givet.
Det er givet.

Det næste punkt på dagsordenen er:
2) 3. behandling af lovforslag nr. L 80:
Forslag til lov om dyrevelfærd (dyrevelfærdsloven).
Af ministeren for fødevarer, fiskeri og ligestilling (Mogens Jensen).
(Fremsættelse 28.11.2019. 1. behandling 05.12.2019. Betænkning
22.01.2020. 2. behandling 30.01.2020. Lovforslaget optrykt efter 2.
behandling).";Henrik Dam Kristensen
5431;Time;Forhandling;Kl. 10:01
5478;title_name;":
Der er ikke stillet ændringsforslag.
Ønsker nogen at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Henrik Dam Kristensen
5603;Time;Afstemning;Kl. 10:01
5649;title_name;":
Der stemmes om lovforslagets endelige vedtagelse, og der kan stem‐
mes.
Afstemningen slutter.
For stemte 60 (S, RV, SF, EL og ALT), imod stemte 49 (V, DF, KF,
NB og LA), hverken for eller imod stemte 0.
Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.

Det næste punkt på dagsordenen er:
4) 3. behandling af lovforslag nr. L 82:
Forslag til lov om ændring af lov om afgift af elektricitet, lov om
afgift af naturgas og bygas m.v., lov om afgift af stenkul, brun‐
kul og koks m.v. og lov om energiafgift af mineralolieprodukter
m.v. (Omlægning af beskatningen af overskudsvarme).
Af skatteministeren (Morten Bødskov).
(Fremsættelse 04.12.2019. 1. behandling 12.12.2019. Betænkning
30.01.2020. 2. behandling 04.02.2020. Lovforslaget optrykt efter 2.
behandling).";Henrik Dam Kristensen
6440;Time;Afstemning;Kl. 10:03
6486;title_name;":
Der stemmes om lovforslagets endelige vedtagelse, og der kan stem‐
mes.
Afstemningen slutter.
For stemte 107 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod
stemte 0, hverken for eller imod stemte 0.
Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.

Forhandling";Henrik Dam Kristensen
6802;title_name;":
Der er ikke stillet ændringsforslag.
Ønsker nogen at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Henrik Dam Kristensen
6927;Time;Afstemning;Kl. 10:03
6973;title_name;":
Der stemmes om lovforslagets endelige vedtagelse. Der kan stem‐
mes.
Afstemningen slutter.

Torsdag den 6. februar 2020 (L 78)

For stemte 106 (S, V, DF, RV, SF, EL, KF, NB og LA), imod stemte
0, hverken for eller imod stemte 3 (ALT).
Lovforslaget er vedtaget og bliver nu sendt til statsministeren.

3

Det næste punkt på dagsordenen er:
7) 1. behandling af beslutningsforslag nr. B 62:
Forslag til folketingsbeslutning om at indføre mulighed for at
fravælge halalprodukter og sikre større viden om effekterne af
halalafgifter.
Af Pia Kjærsgaard (DF) m.fl.
(Fremsættelse 17.12.2019).";Henrik Dam Kristensen
7570;Time;"Det næste punkt på dagsordenen er:
5) 3. behandling af lovforslag nr. L 78:
Forslag til lov om udlevering af lovovertrædere til og fra Dan‐
mark (udleveringsloven).
Af justitsministeren (Nick Hækkerup).
(Fremsættelse 27.11.2019. 1. behandling 10.12.2019. Betænkning
30.01.2020. Omtrykt. 2. behandling 04.02.2020. Lovforslaget op‐
trykt efter 2. behandling).

Forhandling";Kl. 10:05
7976;title_name;":
Forhandlingen er åbnet, men vi mangler ministeren.
Jeg vil sige til ministeren, at vi er i gang med forhandlingerne.
Velkommen til ministeren for fødevarer, fiskeri og ligestilling.";Henrik Dam Kristensen
8169;Time;;Kl. 10:06
8180;Time;Forhandling;Kl. 10:03
8227;title_name;":
Der er ikke stillet ændringsforslag.
Ønsker nogen at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Henrik Dam Kristensen
8352;Time;Afstemning;Kl. 10:04
8398;title_name;":
Der stemmes om lovforslagets endelige vedtagelse, og der kan stem‐
mes.
Afstemningen slutter.
For stemte 95 (S, V, RV, SF, EL, KF, ALT og LA), imod stemte 13
(DF og NB), hverken for eller imod stemte 0.
Lovforslaget er vedtaget og bliver nu sendt til statsministeren.

Det næste punkt på dagsordenen er:
6) 1. behandling af lovforslag nr. L 99:
Forslag til lov om tillægsbevilling for finansåret 2019.
Af finansministeren (Morten Bødskov fg.).
(Fremsættelse 30.01.2020. 1. behandling 06.02.2020).";Henrik Dam Kristensen
8906;Time;Forhandling;Kl. 10:05
