split;reason;text;value
0;;"Onsdag den 16. december 2020 (D)

1

(Spm. nr. S 566).

38. møde";
103;Time;"Dagsorden
1) Besvarelse af oversendte spørgsmål til ministrene (spørgetid).

1) Til statsministeren af:
Morten Messerschmidt (DF)
Vil statsministeren bekræfte, at det er regeringsenheden ved navn
»regeringen.dk«, der har udarbejdet den adventsvideo, der den 6.
december på hendes private facebookprofil varslede nye restriktio‐
ner, og er statsministeren enig med professor Sten Bønsing i, at
dette er et »klokkeklart misbrug af embedsværket«, samt professor
emeritus Tim Knudsen, der ligeledes mener, en sådan privat brug af
embedsapparatet er i strid med reglerne?
(Spm. nr. S 581).
2) Til statsministeren af:
Morten Messerschmidt (DF)
Vil statsministeren instruere sine ministerkollegaer og embedsmænd
i fremover ikke at servicere ministrene til deres private sider på
sociale medier?
(Spm. nr. S 582).
3) Til social- og indenrigsministeren af:
Marie Bjerre (V)
Hvad mener ministeren om at et velanbragt plejebarn i Brønderslev
Kommune kan blive skilt fra sin lillebror for at blive anbragt hos
sin moster i netværkspleje 450 km væk og i øvrigt imod drengens
ønske?
(Spm. nr. S 579, skr. begr.).
4) Til sundheds- og ældreministeren af:
Jane Heitmann (V)
Hvordan synes ministeren at det harmonerer med det beskrevne mål
i regeringens forståelsespapir om at give de ældre mest mulig selv‐
bestemmelse og værdighed, at regeringen i oplægget til velfærdsaf‐
talerne med kommunerne ønsker at fjerne ældres ret til at kunne
vælge private alternativer til den kommunale service?
(Spm. nr. S 585).
5) Til transportministeren af:
Michael Aastrup Jensen (V)
Hvad mener ministeren om de utallige høringssvar i forbindelse
med vvm-undersøgelsen af E45-udvidelsen fra Aarhus N til Randers,
hvor borgere klager over de meget store gener fra støj og virksomhe‐
der beretter om massive trængselsproblemer?

6) Til transportministeren af:
Michael Aastrup Jensen (V)
Hvad er ministerens holdning til en tredje forbindelse over Randers
Fjord, den såkaldte Østbro, og er det efter ministerens opfattelse
et projekt, som bør finansieres af statslige midler, eventuelt i en
kommende infrastrukturplan?
(Spm. nr. S 567).
7) Til børne- og undervisningsministeren af:
Marie Bjerre (V)
Hvad mener ministeren om de udfordringer, der er i, at børn i
skoleklasser ikke må invitere klassekammeraterne hjem til børnefød‐
selsdage for tiden på grund af covid-19-retningslinjerne, men til
gengæld gerne må mødes op til 50 børn fra forskellige skoler til
fritidsaktiviteter efter skole?
(Spm. nr. S 580).
8) Til børne- og undervisningsministeren af:
Ellen Trane Nørby (V)
Hvad er ministerens holdning til, at uligheden mellem daginstitutio‐
ner og dagpleje bliver større, når man med regeringens aftale om
minimumsnormeringer fordeler penge til flere voksne i daginstitutio‐
ner baseret på kommunernes samlede børnetal uden at tage hensyn
til andelen af børn i andre pasningstyper, f.eks. dagpleje?
(Spm. nr. S 587 (omtrykt)).
9) Til børne- og undervisningsministeren af:
Ellen Trane Nørby (V)
Hvad mener ministeren om at regeringens politik medfører en skæv‐
vridning af konkurrencen mellem på den ene side kommunale dagtil‐
bud og private selvejende dagtilbud og på den anden side private
dagtilbud med mulighed for profit, alle dagplejere og private passe‐
re?
(Spm. nr. S 588 (omtrykt)).
10) Til forsvarsministeren af:
Marcus Knuth (KF)
Er det ministerens opfattelse, at ministeren skylder at fortælle de
soldater, der har deltaget i operation minkaflivning, hvem der helt
præcis har udstedt ordren om deres deltagelse i denne operation?
(Spm. nr. S 577).
11) Til forsvarsministeren af:
Marcus Knuth (KF)
Mener ministeren, at man burde have trukket de danske soldater til‐
bage fra danske minkfarme med ikkesmittede besætninger uden for
de såkaldte smittezoner, i samme øjeblik man opdager, at der ikke
er hjemmel bag statsministerens ordre om at slå samtlige danske
minkbesætninger ned?
(Spm. nr. S 578).

2

Onsdag den 16. december 2020 (FM )

12) Til uddannelses- og forskningsministeren af:
Jens Henrik Thulesen Dahl (DF)
Har ministeren tænkt sig at tage initiativer til at sikre, at det danske
sprog bliver fastholdt og styrket som et videnskabeligt sprog på de
danske videregående uddannelser, og hvis ikke, hvorfor?
(Spm. nr. S 550).
13) Til uddannelses- og forskningsministeren af:
Jens Henrik Thulesen Dahl (DF)
Hvad vil ministeren gøre for at sikre, at studerende med handicap
har mulighed for at få tildelt handicaptillæg til su og særlige støtte‐
foranstaltninger (SPS) forud for optaget på en uddannelse, så de
studerende ikke er bagud allerede ved studiestart?
(Spm. nr. S 551).
14) Til kulturministeren af:
Stén Knuth (V)
Vil ministeren – da ridehaller i dag betragtes som indendørsfacili‐
teter og det betyder, at de ikke kan benyttes i de kommuner, der
er ramt af yderligere restriktioner – tage initiativ til, at ridehaller
ændrer status til udendørsidrætsfaciliteter, så de kan benyttes, og så
hestene dermed kan få den lovbestemte motion, de har krav på, jf.
lov om hold af heste?
(Spm. nr. S 575. Medspørger: Ulla Tørnæs (V)).
15) Til kulturministeren af:
Ulla Tørnæs (V)
Med henvisning til de nye covid-19-restriktioner anerkender mini‐
steren så, at der er stor forskel på aktiviteterne i en sportshal og i en
ridehal?
(Spm. nr. S 576 (omtrykt)).

handlinger af genetiske sygdomme, så vi ikke risikerer en gentagelse
af Medicinrådets slingrekurs i forhold til vurderingen af genterapien
Luxturna, som omsider – men først efter et afslag og lang ventetid –
blev godkendt til behandling af en sjælden nethindesygdom?).
Mai Mercado (KF), Ellen Trane Nørby (V), Alex Ahrendtsen (DF),
Jacob Mark (SF), Mette Thiesen (NB) og Henrik Dahl (LA):
Forespørgsel nr. F 30 (Hvordan vil regeringen sikre opbakning
til lærernes ytringsfrihed, således at alle lærere frit kan undervi‐
se i Muhammedkrisen, nu når børne- og undervisningsministeren
ikke vil inddrage ministeriet i formuleringen af læringsforløb på
www.emu.dk?).
Titlerne på de anmeldte sager vil fremgå af www.folketingstiden‐
de.dk (jf. ovenfor).
Klima-, energi- og forsyningsministeren har ønsket i henhold til
forretningsordenens § 19, stk. 4, at give Folketinget en skriftlig
Redegørelse for klimaeffekter 2020.
(Redegørelse nr. R 11).
Eksemplarer vil blive omdelt, og redegørelsen vil fremgå af
www.folketingstidende.dk.
Redegørelsen vil komme til forhandling mandag den 21. decem‐
ber 2020.

Det eneste punkt på dagsordenen er:
1) Besvarelse af oversendte spørgsmål til ministrene (spørgetid).";kl. 13.00
6558;Time;;Kl. 13:01
6569;Time;Meddelelser fra formanden;Kl. 13:00
6630;title_name;":
Mødet er åbnet.
I dag er der følgende anmeldelser:
Udlændinge- og integrationsministeren (Mattias Tesfaye):
Lovforslag nr. L 126 (Forslag til lov om ændring af straffeloven,
lov om pas til danske statsborgere m.v. og udlændingeloven (Styrket
indsats mod negativ social kontrol m.v.).
Transportministeren (Benny Engelbrecht):
Lovforslag nr. 127 (Forslag til lov om ændring af færdselsloven
(Skærpet indsats mod vanvidskørsel)) og
Lovforslag nr. 128 (Forslag til lov om ændring af færdselsloven
(Forhøjelse af afgift ved ulovlig standsning på handicapparkerin‐
gspladser og differentiering af parkeringsafgifter til lastbiler og bus‐
ser)).";Henrik Dam Kristensen
7312;name_party;":
Forespørgsel nr. F 29 (Vil ministeren med afsæt i forespørgsel nr. F
27 fra Folketingsåret 2019-2020 og svar på spørgsmål S nr. 1643 af
23. september 2020 sikre, at der snarest igangsættes et arbejde med
at definere en plan og strategi for anvendelse af nye genterapibe‐";Liselott Blixt
7619;title_name;":
Så skal jeg meddele, at de af Jens Henrik Thulesen Dahl (DF) under
nr. 12) og 13) opførte spørgsmål til uddannelses- og forskningsmini‐
steren (spm. nr. S 550 og S 551) udgår af dagsordenen efter ønske
fra spørgeren.
Jeg skal endvidere meddele, at det af Stén Knuth (V) under nr.
14) opførte spørgsmål til kulturministeren (spm. nr. S 575) udgår
efter ønske fra spørgeren.
Jeg skal endelig meddele, at det af Ulla Tørnæs (V) under nr. 15)
opførte spørgsmål til kulturministeren (spm. nr. S 576) udgår efter
ønske fra spørgeren.
Første spørgsmål er til statsministeren af hr. Morten Messer‐
schmidt.";Henrik Dam Kristensen
8229;Time;"Spm. nr. S 581
1) Til statsministeren af:";Kl. 13:01
8298;name_party;":
Vil statsministeren bekræfte, at det er regeringsenheden ved navn
»regeringen.dk«, der har udarbejdet den adventsvideo, der den 6.
december på hendes private facebookprofil varslede nye restriktio‐
ner, og er statsministeren enig med professor Sten Bønsing i, at
dette er et »klokkeklart misbrug af embedsværket«, samt professor
emeritus Tim Knudsen, der ligeledes mener, en sådan privat brug af
embedsapparatet er i strid med reglerne?";Morten Messerschmidt
8770;title_name;":
Værsgo til hr. Morten Messerschmidt for oplæsning af spørgsmålet.

Onsdag den 16. december 2020 (S 581)";Henrik Dam Kristensen
