split;reason;text;value
0;;"Onsdag den 3. oktober 2012 (D)

2. møde";
76;Time;"Dagsorden
1) Valg af stående udvalg m.v.
2) Spørgsmål til ministrene til umiddelbar besvarelse (spørgetime).
3) Besvarelse af oversendte spørgsmål til ministrene (spørgetid).

1) Til statsministeren af:";kl. 13.00
296;name_party;":
Mener statsministeren, at det vil fremme danske interesser, hvis det
bliver en dansker, som overtager posten som formand for EuropaKommissionen i 2014, sådan som statsministeren i den internationale presse for nylig er blevet vurderet til at have en mulighed for?
(Spm. nr. S 2).
2) Til statsministeren af:";Jacob Jensen
623;name_party;":
Hvornår blev statsministeren klar over, at man ikke skal sikkerhedsgodkendes for at blive minister?
(Spm. nr. S 9).
3) Til statsministeren af:
Jan E. Jørgensen (V):
Er der allerede en procedure i Statsministeriet i dag, eller påtænker
man at indføre en procedure, hvorefter personer, der måtte have haft
en forventning om at være blevet udpeget til minister, eller som rent
faktisk er blevet udpeget, ved at henvende sig til Statsministeriet kan
få oplyst, om der er foretaget et såkaldt sikkerhedstjek af vedkommende, og i fald der er, hvilke oplysninger der fremgik af dette sikkerhedstjek?
(Spm. nr. S 11).
4) Til statsministeren af:";Peter Skaarup
1283;name_party;":
Vil statsministeren oplyse, hvorfor hun ikke før nu har fundet anledning til at klargøre over for Folketinget, at en manglende sikkerhedsgodkendelse ikke var grund til, at hr. Henrik Sass-Larsen ikke blev
minister?
(Spm. nr. S 6).
5) Til statsministeren af:
Joachim B. Olsen (LA):

1

Kan statsministeren i forlængelse af sine udtalelser på Socialdemokraternes kongres, hvor hun nævnte, at de borgerlige uden at blinke
siger, at de får lyst til at brække sig over, at der findes fattige, og at
de siger, at det er ynkeligt, at en arbejdsløs synes, at det er lidt svært
at skulle flytte fra den ene ende af landet til den anden for at få et
job, samt at de begynder at udtale sig om, hvor mange børn en kontanthjælpsmodtager må få, oplyse, hvilke borgerlige politikere der
har forfægtet disse synspunkter?
(Spm. nr. S 17).
6) Til statsministeren af:";Karsten Lauritzen
2153;name_party;":
Mener statsministeren i sit mundtlige svar på spørgsmål nr. S 3240
af 16. maj 2012 at efterlade det indtryk, at ministre ikke skal sikkerhedsgodkendes, jf. åbent samråd i Retsudvalget den 24. september
2012?
(Spm. nr. S 20).
7) Til statsministeren af:";Martin Geertsen
2423;name_party;":
Vil det efter statsministerens vurdering være en fordel for det fremtidige EU-samarbejde, hvis den næste formand for Europa-Kommissionen kommer fra et ikkeeuroland, og vil det i givet fald være realistisk, at vi fra dansk side kommer med en kandidat, der kan samle
tilstrækkelig opbakning, sådan som statsministeren selv for nylig i
den internationale presse er blevet vurderet til at have en mulighed
for?
(Spm. nr. S 3).
8) Til statsministeren af:";Jacob Jensen
2893;name_party;":
Hvilket mandat havde Statsministeriets departementschef i forbindelse med dennes samtale med Henrik Sass Larsen den 28. september 2011?
(Spm. nr. S 10).
9) Til statsministeren af:";Peter Skaarup
3096;name_party;":
Hvorfor fremhævede statsministeren umiddelbart før regeringsdannelsen, at hr. Henrik Sass Larsen ikke længere stod til rådighed som
minister netop på den her baggrund, at han ikke kan blive sikkerhedsgodkendt, når statsministeren vidste, at hr. Henrik Sass Larsen
overhovedet ikke skulle sikkerhedsgodkendes?
(Spm. nr. S 7).
10) Til statsministeren af:";Karsten Lauritzen
3470;name_party;":
Er det efter statsministerens opfattelse i overensstemmelse med sædvanlig procedure for sikkerhedstjek af potentielle ministre, at den
kongelige undersøger anmoder embedsmænd om at overbringe resultatet af sikkerhedstjekket til den person, som PET har sikkerhedstjekket?
(Spm. nr. S 21).

2

Onsdag den 3. oktober 2012 (FM )

11) Til statsministeren af:
Jan E. Jørgensen (V):
Finder statsministeren, at hun i sine besvarelser til Folketinget i sagen vedrørende Henrik Sass Larsen har redegjort fyldestgørende for
sondringen mellem sikkerhedsgodkendelse og sikkerhedstjek af
kommende ministre, jf. regeringsgrundlagets afsnit om god regeringsførelse, hvoraf det fremgår, at »regeringen vil bestræbe sig på at
besvare spørgsmål fra Folketinget fyldestgørende ...«?
(Spm. nr. S 19).

Hvordan forholder ministeren set i lyset af ministerens »Redegørelse/Perspektiv- og handlingsplan 2012« sig til den norske rapport
»Farlige Forbindelser«, der omhandler konsekvenserne af forbuddet
mod køb af sex i Norge, hvoraf det fremgår, at et forbud bl.a. har
medført mere vold og mindre tillid til politiet?
(Spm. nr. S 24, skr. begr.).";Martin Geertsen
