split;reason;text;value
0;;"Onsdag den 2. juni 2021 (D)

1

Larsen (IA), Aki-Matilda Høegh-Dam (SIU), Edmund Joensen (SP),
Sjúrður Skaale (JF), Simon Emil Ammitzbøll-Bille (UFG), Uffe
Elbæk (UFG), Lars Løkke Rasmussen (UFG), Sikandar Siddique
(UFG), Inger Støjberg (UFG), Susanne Zimmer (UFG) og Orla
Østerby (UFG).
(Anmeldelse 29.04.2021. Fremme 03.05.2021).

126. møde";
375;Time;;kl. 9.00
386;Time;"Dagsorden
1) Forespørgsel nr. F 60:
Forespørgsel til statsministeren om den indenrigs- og udenrigs‐
politiske situation.
Af Jesper Petersen (S), Sophie Løhde (V), Kristian Thulesen Dahl
(DF), Karsten Hønge (SF), Andreas Steenberg (RV), Mai Villadsen
(EL), Mette Abildgaard (KF), Pernille Vermund (NB), Alex Vanops‐
lagh (LA), Torsten Gejl (ALT), Jens Rohde (KD), Aaja Chemnitz
Larsen (IA), Aki-Matilda Høegh-Dam (SIU), Edmund Joensen (SP),
Sjúrður Skaale (JF) og medlemmer UFG: Simon Emil AmmitzbøllBille, Uffe Elbæk, Lars Løkke Rasmussen, Sikandar Siddique, Inger
Støjberg, Susanne Zimmer og Orla Østerby.
(Anmeldelse 29.04.2021. Fremme 03.05.2021).";Kl. 09:01
1049;Time;;Kl. 09:00
1084;title_name;":
Jeg gør opmærksom på, at afstemning om eventuelle forslag til ved‐
tagelse ikke udsættes. Vi skal starte med en begrundelse. Ordføreren
for forespørgerne, hr. Jesper Petersen.";Henrik Dam Kristensen
1271;Time;"Begrundelse
(Ordfører for forespørgerne)";Kl. 09:01
1333;name_party;":
Tak for det. Jeg skal ikke heller denne gang komme med sådan
en lang, kritisk indledning om, hvorfor vi skal mødes i dag, men
bare sige, at som det fremgår, synes hele Folketinget faktisk, det
er så udmærket at holde fast i, at vi afslutter folketingsåret med en
forespørgselsdebat, en afslutningsdebat lydende: Hvad kan statsmi‐
nisteren oplyse om den indenrigs- og udenrigspolitiske situation?
Så er bolden vist givet op. Jeg glæder mig til i dag.";Jesper Petersen
1794;Time;Meddelelser fra formanden;Kl. 09:01
1855;title_name;":
Mødet er åbnet.
Erhvervsministeren har meddelt mig, at han ønsker i henhold til
forretningsordenens § 19, stk. 4, at give Folketinget en skriftlig
redegørelse om erhvervslivet og regulering 2019-2020. Eksemplarer
bliver omdelt, og redegørelsen vil fremgå af Folketingstidende.
Afslutningsdebatten i dag vil blive tolket på tegnsprog, således at
døve kan følge debatten. Tegnsprogstolkningen kan ses direkte på
Folketingets hjemmeside og efterfølgende også on demand.

Det eneste punkt på dagsordenen er:
1) Forespørgsel nr. F 60:
Forespørgsel til statsministeren:
Hvad kan statsministeren oplyse om den indenrigs- og udenrigs‐
politiske situation?
Af Jesper Petersen (S), Sophie Løhde (V), Kristian Thulesen Dahl
(DF), Karsten Hønge (SF), Andreas Steenberg (RV), Mai Villadsen
(EL), Mette Abildgaard (KF), Pernille Vermund (NB), Alex Vanops‐
lagh (LA), Torsten Gejl (ALT), Jens Rohde (KD), Aaja Chemnitz";Henrik Dam Kristensen
2795;title_name;":
Tak for det. Det betyder, at vi så skal have en besvarelse, og derfor
er det nu statsministeren.";Henrik Dam Kristensen
2903;Time;Besvarelse;Kl. 09:02
