split;reason;text;value
0;;"(1)
Tirsdag den5. oktober 2004 (R 1)

1. m ø d e";
86;Time;". I ...

1

Der er tradition for, at kongehuset gæster Folketinget på denne første dag i det nye folketingsår, og det er også tilfældet i år. Derfor byder
jeg hjertelig velkominen til Hendes Majestæt
Dronningen, til Hans Kongelige Højhed Prinsen,
til Hans Kongelige Højhed Kronprins Frederik,
til Hendes Kongelige Højhed Kronprinsesse Mary, til Hans Kongelige Højhed Prins Joachim, til
Hendes Kongelige Højhed Prinsesse Alexandra
og til Hendes Kongelige Højhed Prinsesse Benedikte. Hjertelig velkommen.
Jeg byder velkommen til repræsentanterne
for Højesteret, velkommen til formanden for
Grønlands Landsting og Grønlands landsstyreformand, velkommen til formanden for Færøernes Lagting og Færøernes lagmand og velkommen til Københavns overborgmester. Samtidig
vil jeg benytte lejligheden til at sende Folketingets hilsen til Grønlands Landsting og til Færøernes Lagting:
Jeg byder også velkommen til alle øvrige gæster og til de mange ude i landet, som har valgt
at følge åbningen af Folketinget her i dag i radio
og på fjernsyn.
Jeg skal så give ordet til statsministeren, for at
han kan give den i grundloven omhandlede redegørelse for rigets almindelige stilling og de af
regeringen på tænkte foranstaltninger.";kl. 12.00
1332;title_name;":
Velkommen til det nye folketingsår.
I henhold til grundloven er Folketinget på
denne første tirsdag i oktober trådt sammen til
sit første møde i det nye folketingsår. Da jeg er
det medlem, der længst har været medlem af
Folketinget, er det igen i år min opgave at lede
valget af Præsidium og valget af tingsekretærer.
Til formand har samtlige medlemmer af Folketinget og samtlige grupper indstillet hr. Christian Mejdahl. Da der således ikke foreligger andre indstillinger, vil jeg betragte indstillingen
som vedtaget. (Ophold). Den er vedtaget.
Hr. Christian Mejdahl er fortsat formand for
Folketinget, og vi siger tillykke med det enstemmige genvalg til vores formand.
Til næstformænd har Tingets fire største folketingsgrupper ud over den folketingsgruppe,
som formanden tilhører, udpeget følgende medlemmer:
Til første næstformand har Socialdemokraternes gruppe udpeget mig, til anden næstformand
har Dansk Folkepartis gruppe udpeget hr. Poul
Nødgaard, til tredje næstformand har Det KonStatsministerens redegørelse i henhold til
servative Folkepartis folketingsgruppe udpeget
grundlovens § 38 (mundtlig del)
hr. Kaj Ikast, og til fjerde næstformand har Socia- (Redegørelse nr. R 1).
listisk Folkepartis folketingsgruppe udpeget hr.
Aage Frandsen.";Svend Auken
2625;title_name;":
Til tingsekretærer er i henhold til de indgåede 홢
Det går godt i Danmark.
valgforbund og gruppernes indstilling valgt følVi har en solid økonomi - en af de stærkeste i
gende medlemmer:
Europa - vi har et rekordstort overskud på betaFru Inge Dahl-Sørensen, Venstre, fru Birthe
lingsbalancen, og overskuddet på de offentlige
Skaarup, Dansk Folkeparti, fru Lissa Mathiasen,
finanser er blandt de største i Europa. Den ofSocialdemokraterne, og fru Grete Schødts, Sofentlige gæld er nedbragt med over 17 mia. kr.
cialdemokraterne.
siden 2001, og renten er meget lav. Solide overDermed er Tinget sat, og jeg skal bede forskud og nedbringelse af gæld, samtidig med at
manden om at indtage formandspladsen.
skatterne er sat ned.
Vi indførte et skattestop fra regeringens første";Anders Fogh Rasmussen
3408;title_name;"dag, og det har vi overholdt. Der har nu været
Jeg vil sige tak til Folketinget, fordi man har vist
skattestop i 1.043 dage, og vi er endda gået videmig den tillid igen at vælge mig til formand. Jeg re. I år har vi givet skattelettelser for næsten 10
vil forsøge at dele sol og vind lige over for Tinmia. kr.
gets medlemmer, og jeg vil gøre mit bedste for i
Vi har præsteret skattestop og skattelettelser,
samarbejde med Præsidiet at opfylde de forplig- samtidig med at der er gennemført forbedringer
telser, der hviler på mig som formand for Folke- af velfærden. Siden 2001 er det offentlige fortinget.
brug vokset med 13 mia. kr. - penge, der især er
brugt på øget velfærd - og der er også blevet fle-

2

Tirsdag den 5. oktober 2004 (R 1)

re medarbejdere til at yde velfærden. I dag er
der 14.000 flere ansatte i den offentlige sektor
end for 3 år siden.
Ledigheden er begyndt at falde. Beskæftigelsen er stigende og vil næste år være højere end
nogen sinde før, så regeringens politik med skattenedsættelser og forårspakke virker altså. Vi er
på rette spor, det går godt, og det kommer til at
gå endnu bedre, hvis vi fastholder regeringens
kurs.
Forventningerne til fremtiden er lyse. Flere og
flere virksomheder ser positivt på de økonomiske udsigter og på beskæftigelsen, og danskernes tillid til den økonomiske udvikling er i top.
Optimismen blomstrer i Danmark.";Formanden
4789;Time;"Det danske samfund står stærkere rustet end
nogen sinde til at møde fremtidens udfordringer, og udfordringer er der nok af. Men netop,
når det går godt, skal vi tage fat på at sikre det
danske samfund, så kommende generationer
kan opleve fortsatte fremskridt og fortsat tryghed og velfærd.
Den nok største udfordring er den, man med
et lidt fremmedgørende ord kalder globalisering. Vi oplever i disse år, at en del af vores produktion og vore arbejdspladser flytter til lande
østpå, hvor lønningerne er betydelig lavere end
her. Men vi kan ikke, og vi skal ikke konkurrere
på lønnen med lande som Kina og Polen eller
opstille kunstige barrierer, for det vil kun gøre
os fattigere. Vi skal i stedet skabe nye job ved at
konkurrere på dygtighed, så de arbejdspladser,
vi mister til lavtlønslandene, bliver erstattet af
gode, vellønnede job.
Når andre er billigere, skal vi være bedre. Vi
skal blive bedre til at oprette nye arbejdspladser,
vi skal gøre Danmark til et førende iværksættersamfund, vi skal forske og få ny viden og nye
ideer, og så skal vi omsætte den nye viden og de
nye ideer til vækst og til arbejdspladser.
Men vi skal også bevare trygheden for den
enkelte. I gamle dage var tryghed på arbejdsmarkedet forbundet med fast job og lange opsigelsesvarsler, men i vore dage handler tryghed
på arbejdsmarkedet også om viden, om kvalifikationer og om evnen til at omstille sig til nye tider. I dag er det ikke nok at tage en uddannelse
og så tro, at man kan leve af den resten af livet.
Vi skal løbende dygtiggøre os, vi skal kunne
matche nye krav, og vi skal kunne omstille os til
nye job, når gamle forsvinder.
Viljen til forandring er vejen til tryghed. Derfor skal der være bedre muligheder for at kunne

få relevant omskoling og efteruddannelse for så
vel faglærte som ufaglærte, for dem med de lange uddannelser og dem uden, for dem, der arbejder med de nyeste teknologier, og for dem,
der arbejder inden for traditionelle håndværk.
Det gælder alle, og det er et fælles ansvar for det
offentlige, for virksomhederne og for medarbejderne. Regeringen har derfor sammen med arbejdsmarkedets parter iværksat et fælles projekt
for, hvordan vi kan skabe et markant løft af voksen- og efteruddannelserne, og det er mit håb, at
alle Folketingets partier vil bakke op om denne
langsigtede plan og om den lovgivning, der skal
følge op på arbejdet.
Morgendagens udfordringer kræver, at vi forbedrer hele vores uddannelsessystem. Regeringen har allerede gennemført en række afgørende reformer af folkeskolen, gymnasier, erhvervsskoler og universiteter, alt sammen for at højne
det faglige niveau. Men vi mener, at der er meget mere at gøre, bl.a. i folkeskolen. Det duer ikke, at visse skoler stadig bruger forældede bøger
og forældede undervisningsmaterialer. Det er jo
helt håbløst, hvis det er rigtigt, at der er folkeskoler, som stadig bruger atlas med det gamle
Sovjetunionens grænser. Det kan vi simpelt hen
ikke byde den generation, der om nogle år skal
tage livtag med globaliseringens udfordringer.
Folkeskolen skal have et løft. Over de næste 4
år vil vi tilføre i alt knap 2,3 mia. kr. til flere timer, til lærebøger, til modernisering af lokaler,
til computere og til efteruddannelse af lærere.
Men penge gør det ikke alene. Vi har i forvejen
verdens dyreste folkeskole, men det afgørende
er undervisningen. Det afgørende er, at alle elever kommer ud af skolen med gode faglige færdigheder.";Kl. 12.05
8205;Time;"Vi skal sikre, at vore børn og unge lærer noget, de kan bruge. Derfor har vi indført bindende mål for, hvad eleverne skal kunne på bestemte klassetrin i folkeskolen, og vi vil give skolerne
bedre mulighed for at teste, om. målene bliver
nået. For at styrke kendskabet til centrale dele af
dansk litteratur vil der nu blive udsendt en fortegnelse over forfatterskaber, som eleverne skal
have stiftet bekendtskab med i skolen.
Der bliver udsendt nye læreplaner for gymnasiet. Vi vil foreslå styrket faglighed i lærer- og
pædagoguddannelserne, og vi vil fremsætte forslag om, at de enkelte uddannelsesinstitutioner
skal offentliggøre deres mål og deres resultater,
bl.a. hvor mange der fuldfører uddannelsen, og
hvor mange der finder beskæftigelse efter endt

Tirsdag den 5. oktober 2004 (R 1)

. .

3

uddannelse. Vi skal med andre ord tro på, at det
stor udfordring, men en udfordring, som vi kan
gør en forskel, at vore børn lærer noget, og at det klare. Vi har styr på økonomien, og vi har før
ikke er ligegyldigt, hvad de lærer. Og nej - det er vist, at vi magter at omstille os.
ikke tilbage til fortiden, det er investering i fremJeg forstår godt, hvis mange mennesker er bekymrede over al den debat om udflytning af job
tiden.
Vi er gode til at få ideer i Danmark, men vi er til Østeuropa og Asien. Men vi kan forvandle
mindre gode til at omsætte ideerne til vækst og
globaliseringen fra en trussel til en chance, hvis
beskæftigelse. Vejen fra forskning til forretning
vi bærer os klogt ad, hvis vi dygtiggør os, og
skal være kortere, nemmere og hurtigere, og
hvis vi tager fat nu, Og det skal vi.";Kl. 12.10
9819;Time;"derfor skal en ny lov give universiteter og forskningscentre mulighed for at oprette selskaber,
' Siden regeringsskiftet i november 2001 har resom med forskernes resultater i hånden profesgeringen gradvis fornyet og udviklet det danske
sionelt kan starte en ny produktion sammen
velfærdssamfund. En forandring, som er gået
med private. Regeringen vil fremsætte forslag
hånd i hånd med tryghed.
om etablering af idéværksteder, hvor studerenNu fortsætter regeringen sit arbejde med at
de og forskere kan afprøve og udvikle nye proforny, udvikle og skabe vækst og velfærd i det
dukter og forretningsideer - væksthuse, som
danske samfund. Vi tager udgangspunkt i det 홢
skal støtte udviklingen fra opfindelser til arenkelte menneske, ikke i systemet. Vi er ikke
bejdspladser.
*. 홢 bundet af særlige hensyn til organisationer eller
Vi vil danne en iværksætterfond, som kan
bevægelser. Vi tager i stedet fordomsfrit fat om
skaffe risikovillig kapital til start af nye virksom- tingene og forsøger at skabe de bedste rammer
for befolkningen.
heder: Vi etablerer en særlig gunstig låneordVi har aftalt en kommunalreform, som giver
ning for iværksættere, vi arbejder sammen med
pensionsinstitutterne orn at skaffe flere midler
den enkelte borger mere kvalitet for pengene. Vi
til investering i nye virksomheder, og vi har .
styrker det lokale demokrati gennem stærke,
nedsat Tænketanken - fremtidens vækst, som'
bæredygtige kommuner. Vi styrker kommunerskal komme med bud på, hvad Danmark skal
.rie ved at give dem flere opgaver.
leve af i fremtiden.
Det er den største og vigtigste reform af den
Danmark skal være en teknologisk højdeoffentlige sektor i mange år. En reform, der skal
springer, og derfor etablerer regeringen en særsikre fortsatte forbedringer af den offentlige serlig højteknologifond. Vi vil målrette fondens
vice - for de syge, for de handicappede, for de
svage grupper, for de ledige og for alle andre.
midler til ambitiøs forskning og udvikling på
områder, hvor der er chance for at skabe varige
Reformen påvirker mange tusinde medarbejdere. Til alle dem vil jeg gerne understrege og
arbejdspladser med fremtid i. Målet er i første
omgang at bygge fonden op til 16 mia. kr., vi vil
gentage: Alle medarbejdere følger med opgaverne over i den nye struktur. Vi har brug for jeres
herudover på næste års finanslov afsætte næsten 10 mia. kr. til forskning, og vi vil optage 500 kompetencer og motivation til at løse de mange
flere studerende på forskeruddannelserne om
vigtige opgaver. Regeringen lægger afgørende
vægt på tryghéd for de ansatte.
året, så vi får uddannet en ny generation af unI hele landet er der netop nu en rivende udge, dygtige forskere. Men regeringen vil videre
end det. Vi har en vision om Danmark som et fø- vikling i gang. Danmarkskortet skifter dagligt 홢
udseende. Mange kommuner har besluttet at slå
rende vidensamfund. Vi vil øge indsatsen med
sig sammen, andre er på vej til det. Vi ser en opforskning og udvikling markant, og vi vil fortimisme og en vilje til forandring og til at tænke
bedre uddannelserne yderligere.
nyt over hele landet. Det er en bølge af foranTil foråret vil regeringen præsentere en flerdring, som viser, at kommunalreformen er den
årsplan for Danmark som førende vækst-, virigtige løsning på det rigtige tidspunkt. Det loden- og iværksættersamfund. Vi sætter det mål,
ver godt for fremtiden.
at det offentlige og de private virksomheder tilJeg er glad for den aftale, vi har indgået. Den
sammen øger indsatsen med forskning og uder bred i sit indhold. Den har bred opbakning
vikling, så vi i 2010 når op på et beløb svarende
blandt landets kommunalpolitikere, men destil mere end 3 pet. af landets samlede produktion: bruttonationalproduktet. Det vil bringe Dan- værre er der partier i Folketinget, som har valgt
at holde sig uden for aftalen, partier, der normark blandt de absolut førende lande i Europa,
når det gælder forskning og udvikling. Det er en

4

Tirsdag den 5. oktober 2004 (R1)

malt gerne vil opfattes som ansvarlige og reformvenlige.
Politikerne i kommunerne har viljen og modet til forandring. De fortjener bred opbakning
fra Folketinget. Jeg håber derfor, at der vil være
bred tilslutning til de konkrete lovforslag, som
vi lægger frem. Regeringen giver alle endnu en
chance for at vise, at de godt vil være med.
Vi vil fortsætte med at forny og forbedre vore
sygehuse. Behandlingen af sygdomme på danske sygehuse skal være i verdensklasse. Og ventetiderne skal væk eller være de kortest mulige.
Vi har tilført sygehusene over 3 mia. kr. ekstra
fra 2002 til 2005. Og det virker. Der opereres nu .
hvert år 70.000 flere på vore sygehuse, end da regeringen trådte til. Der er ansat flere læger og
flere sygeplejersker, og ventetiderne er faldet
markant. Vi har givet alle borgere - uanset pengepung - ret til at vælge at blive behandlet på et
privat eller udenlandsk sygehus, hvis ventetiden på de offentlige sygehuse er lang. Det har
hjulpet over 37.000 patienter til at komme hurtigere i behandling for deres sygdom. 37.000 danskere, der har fået forbedret deres liv. 37.000
danskere, der har haft glæde af denne regerings
opgør med fortidens ideologiske blokeringer.
Næste skridt er at gøre kvaliteten i behandlingen endnu bedre. Med kommunalreformen skaber vi fem stærke sundhedsregioner, som bliver
gearet til at levere den højeste kvalitet - ved at
samle behandlinger, ved bedre at udnytte mulighederne for at behandle specielle sygdomme
og ved en bedre anvendelse af det personale,
der er til rådighed.
Vi er nødt til at forbedre behandlingen af
kræft. Der er allerede taget en række initiativer,
men vi ønsker at højne kvaliteten af kræftbehandlingen yderligere. Vi vil derfor hurtigt følge
op på anbefalingerne fra Sundhedsstyrelsens
kræftstyregruppe, og regeringen vil fremlægge
en ny kræfthandlingsplan. Sigtet er at bringe
kræftbehandlingen på de danske sygehuse op
på det højeste internationale niveau.";Kl. 12.15
15724;Time;"Vi skal fortsat forbedre omsorgen for vore ældre. Derfor foreslår regeringen en særlig og ekstra indsats til gavn for de ældre medicinske patienter.
Vi har indført frit valg af hjemmehjælp og ældreboliger. Kommunerne får hvert år tilført 0,5
mia. kr. ekstra til ældreplejen. Der bygges flere
ældreboliger. Og mere end 170.000 ældre får nu
en særlig ældreydelse, heraf får 150.000 ældre
det fulde beløb.

Næste skridt er bedre vilkår for de mange ældre patienter, som er indlagt på vore sygehuse.
Vi har fokuseret meget på ventetider og komplicerede sygdomme, og det har givet et positivt
resultat. Nu sætter vi så stærkere fokus på de
mange ældre medicinske patienter med mere almindelige sygdomme som sukkersyge og lungesygdomme. På finanslovforslaget for 2005 har
regeringen afsat i alt 210 mio. kr. til en særlig
indsats for ældre medicinske patienter.
Vi vil forstærke indsatsen for at få indvandrerne i arbejde og uddannelse og i det hele taget integreret bedre i det danske samfund. Derfor vil regeringen forebygge ghettodannelse i
byerne. Og flere indvandrere skal ind i erhvervsuddannelser.
Vi har strammet udlændingepolitikken - og
det virker. Antallet af opholdstilladelser er ikke
længere over 17.000 om året. Antallet er nu mere
end halveret til ca. 7.000.
Før valget lovede vi en fast og fair udlændingepolitik. Det har vi opfyldt, og den holder vi
fast ved. Også 24-års-reglen, den regel, som siger, at man som udgangspunkt skal være
mindst 24 år for at kunne få familiesammenføring her i landet. Den regel er nødvendig for at
beskytte de unge piger mod de ulykkelige
tvangsægteskaber og arrangerede ægteskaber,
for at sikre en ordentlig integration.
Der er partier, som vil afskaffe 24-års-reglen
med henvisning til, at den strider mod internationale konventioner og menneskerettigheder. Regeringen må kraftigt afvise den kritik. 24-årsreglen strider ikke mod nogen konvention. Vi
fører en stram udlændingepolitik, ja, men den
lever helt op til vore internationale forpligtelser.
Der er ikke noget at komme efter.
Kritikken mod 24-års-reglen dækker reelt
over, at der er oppositionspartier, som vil lempe
udlændingepolitikken. Der er partier, som siger:
Det er ligegyldigt, om der kommer 4.000 eller
10.000 udlændinge til Danmark ved familiesammenføring.
Jeg vil gerne slå fast: Regeringen er lodret
uenig i det synspunkt. Det er ikke ligegyldigt,
hvor mange indvandrere der kommer til Danmark. Vi er nødt til at holde benhårdt fast i den
stramme udlændingepolitik. Kun på den måde
får vi mulighed for at sikre uddannelse og arbejde til de indvandrere, som allerede er her.
Desværre arbejder kun fire ud af ti udlændinge og deres efterkommere. Det er en af de laveste andele i Europa. Resten er på kontanthjælp
eller dagpenge.

Tirsdag den 5. oktober 2004 (R 1)
Det er for svært at få fodfæste på arbejdsmarkedet for nyankomne, som mangler, uddannelse
og danskkundskaber. Bl.a. stiller vi høje teoretiske krav til dem, som vil påbegynde en praktisk
uddannelse, krav, som især rammer udlændinge
og efterkommere. Det er som en trappestige,
hvor de nederste trin mangler.";Kl. 12.20
18819;Time;"Vi må gøre en kraftanstrengelse for at, skabe
flere praktiske indgange til flere uddannelser. Vi
skal give mulighed for, at man kan få lov til at
vise, hvad man duer til i praksis, før man går i
gang med en uddannelse. Én måde at gøre det
på er ved en såkaldt traineeordning, som DS
Håndværk & Industri og Dansk Metal er ved at
indføre. Sådanne initiativer hilser regeringen
velkommen, og vi opfordrer andre til at følge
det gode eksempel. Vi vil nu efterse alle offentlige ansættelsesområder for at skabe tilsvarende
muligheder der.
Især de Unge skal have et bedre tilbud end
kontanthjælp. Vi skal tilbyde dem traineejob,
forpraktik, følordninger og lignende i stedet for
kontanthjælp. Det skål slet ikke være muligt at
få kontanthjælp, hvis der er gode muligheder
for at få sådanne uddannelsespladser. Uddannelse er bedre end kontanthjælp. Vi gør de unge
en tjeneste ved at forlange, at de tager sig noget
til, der er fremtid i. Og det gælder naturligvis
alle unge.
,
.
,
Desværre oplever vi også en anden kilde til
dårlig integration. Der er visse åndelige ledere,
imamer og muftier, som bekæmper integrationen med deres kvindeundertrykkende udtalelser, deres lovreligiøse krav til den opvoksende
generation og deres forstokkede forkyndelse.
Jeg ved, at de færreste muslimer i dette land deler disse imamers og muftiers middelalderlige
livssyn, men det bekymrer mig, at de fanatiske
religiøse ledere er med til at skabe skel og konfrontation i Danmark..
,
Jeg vil gerne have en positiv dialog med de
grupper af indvandrere, som respekterer de
værdier, det danske samfund bygger på, som
ønsker integration, uddannelse og arbejde. Jeg
vil derfor tage initiativ til at samle repræsentanter for disse grupper af indvandrere til et møde
på Marienborg her i efteråret. På dette møde vil
vi med repræsentanter for indvandrerne drøfte,
hvordan vi kan forbedre mulighederne for arbej- ,
de, uddannelse og integration i det hele taget.
Regeringen vil fremlægge en række yderligere initiativer: Vi vil give børnefamilierne bedre
muligheder for at tilrettelægge arbejdsliv og fa-

5

milieliv. Derfor vil vi foreslå en pasningsgaranti
for børn, når de fylder Vi år. Det kan ikke være
rigtigt, at der stadig her i år 2004 er kommuner,
som ikke kan tilbyde et ordentligt pasningstilbud. Derfor er vi nødt til at lovgive, så vi får, de
sidste kommuner med. Det giver familierne
større tryghed, og det giver forældre et reelt frit
valg, om de vil bruge hele barselorloven med
det samme eller vende helt eller delvis tilbage til
deres job. Desuden foreslår vi mere frit valg af
børnepasning.
Vi vil styrke indsatsen for de syageste grupper. Derfor foreslår vi en særlig indsats for at
hjælpe socialt udsatte til at få et job. Vi vil give
målrettede tilbud om hjælp til bl.a. hjemløse og
tidligere misbrugere.
Vi vil udbygge tilbuddene for de alt for mange mennesker, som i dag har et meget stort alko,holproblem. Den enkelte misbruger skal kunne
komme hurtigt i behandling, når vedkommende
er indstillet på det. Sigtet er en behandlingsgaranti for alkoholmisbrugere.
Vi vil forbedre tryghed og retssikkerhed gennem en fortsat håndfast retspolitik. Derfor foreslår regeringen at udvide politiets muligheder
for at anvende dna-registeret i forbindelse med
efterforskning af forbrydelser, dna-profiler er
vor tids moderne fingeraftryk. De giver større
chance for hurtigere at finde de skyldige og frikende de uskyldige.
Vi vil have en skrappere kurs over for spirituskørsel. Spirituskørsel er hensynsløs adfærd.
Alkohol er skyld i cirka hver fjerde dræbte og
cirka hver sjette kvæstede i trafikken. Vi vil derfor skærpe straffene for spirituskørsel - ved højere bøder og skærpede regler for fængselsstraffe,.frakendelse af kørekort og konfiskation af bilen.";Kl. 12.25
