split;reason;text;value
0;;"7176

Fredag den 24. maj 2002 (D)

75. m ø d e";
80;Time;"Dagsorden
1) Eventuelt: Fortsættelse af forespørgsel nr.
F 41 [afstemning]:
Forespørgsel til undervisningsministeren [om
folkeskolen].
Af Bodil Kornbek (KRF) m.fl.
(Forespørgslen anmeldt 12/4 2002. Fremme af
forespørgslen vedtaget 18/4 2002. Første del af
forespørgslen (forhandlingen) foretaget 23/5
2002).
2) Tredje behandling af lovforslag nr. L 181:
Forslag til lov om ændring af lov om vægtafgift
af motorkøretøjer m.v., lov om afgift efter
brændstofforbrug for visse personbiler og lov
om registreringsafgift af motorkøretøjer m.v.
samt ændring af ligningsloven. (Skattestop, afgiftsnedsættelse for miljøvenlige motorcykler,
afgiftsfritagelse for køreskolebusser, godtgørelse
af registreringsafgift ved udførsel af biler og motorcykler, ændrede regler for brugte biler m.v.
samt ændret firmabilbeskatning af varebiler).
Af skatteministeren (Svend Erik Hovmarid).
(Fremsat 20/3 2002. Første behandling 16/4
2002. Betænkning 15/5 2002. Andenbehandling
17/5 2002).
3) Tredje behandling af lovforslag nr. L 188:
Forslag til lov om ændring af afskrivningsloven
og ligningsloven. (Afskrivning af kunstkøb og
skattefrihed for visse hæderspriser).
Af skatteministeren (Svend Erik Hovmand).
(Fremsat 4/4 2002. Første behandling 18/4 2002.
Betænkning 8/5 2002. Anden behandling 17/5
2002).
4) Tredje behandling af lovforslag nr. L 189:
Forslag til lov om ændring af lov om afgift af
lønsum m.v. (Fritagelse for fri folkeoplysende
virksomhed og undervisning i børnehaveklasser
og 1.-10. klasse).
Af skatteministeren (Svend Erik Hovmand).
(Fremsat 3/4 2002. Første behandling 18/4 2002.
Betænkning 8/5 2002. Anden behandling 17/5
2002).

5) Tredje behandling af lovforslag nr. L 190:
Forslag til lov om ændring af lov om energiafgift
af mineralolieprodukter m.v., lov om afgift af
naturgas og bygas, lov om afgift af stenkul,
brunkul og koks m.v., lov om kuldioxidafgift af
visse energiprodukter, lov om afgift af svovl og
lov om tilskud til elproduktion. (Ændret kraftvarme-beskatning, lettelser til erhvervslivet
m.m.).
Af skatteministeren (Svend Erik Hovmand).
(Fremsat 3/4 2002. Første behandling 18/4 2002.
Betænkning 8/5 2002. Tilføjelse til betænkning
15/5 2002. Andenbehandling 17/5 2002).
6) Tredje behandling af lovforslag nr. L 194:
Forslag til lov om ændring af aktieavancebeskatningsloven, kildeskatteloven, virksomhedsskatteloven og andre skattelove. (Succession for
nære medarbejdere, aktier i selskaber af finansiel karakter - generationsskifte).
Af skatteministeren (Svend Erik Hovmand).
(Fremsat 5/4 2002. Første behandling 18/4 2002.
Betænkning 8/5 2002. Anden behandling 17/5
2002).
7) Fortsættelse af anden (sidste) behandling af
beslutningsforslag nr. B 53:
Forslag til folketingsbeslutning om opretholdelse af Måltidets Hus.
Af Ritt Bjerregaard (S) m.fl.
(Fremsat 15/12002. Første behandling 5/2 2002.
Betænkning 17/4 2002. Første del af anden (sidste) behandling 25/4 2002. Tilføjelse til betænkning 8/5 2002).
8) Anden behandling af lovforslag nr. L 16:
Forslag til lov om en investeringsramme for
skattefritagelse af pensionsinstitutters boligbyggeri.
Af Lissa Mathiasen (S) og Elisabeth Arnold (RV)
m.fl.
(Fremsat 11/12 2001. Første behandling 15/1
2002. Betænkning 16/5 2002).
9) Anden behandling af lovforslag nr. L 17:
Forslag til lov om ændring af pensionsafkastbeskatningsloven. (Skattefritagelse for afkast af
pensionsinstitutters boligbyggeri).
Af Jacob Buksti (S) og Anders Samuelsen (RV)
m.fl.
(Fremsat 11/12 2001. Første behandling 15/1
2002. Betænkning 8/5 2002).

(898)
Fred ae- den 24. mai 2002 (F 41)
10) Anden behandling af lovforslag nr. L 20:
Forslag til lov om ændring af lov om almene boliger samt støttede private andelsboliger m.v. og
realkreditloven. (Ny bofællesskabstype for unge
- fælles 4'ere - samt midlertidige boliger for
unge ved studiestart).
Af Lissa Mathiasen (S) og Elisabeth Arnold (RV)
m.fl.
(Fremsat 11/12 2001. Første behandling 15/1
2002. Betænkning 7/5 2002).
11) Anden behandling af lovforslag nr. L 118:
Forslag til lov om ændring af straffeloven, retsplejeloven og færdselsloven. (Skærpelse af straffen for voldtægt, vold, uagtsomt manddrab,
uagtsom betydelig legemsbeskadigelse, forsætlig fareforvoldelse, biltyveri, grov forstyrrelse af
ro og orden, menneskesmugling og menneskehandel m.v.).
Af justitsministeren (Lene Espersen).
(Fremsat 26/2 2002. Første behandling 14/3
2002. Betænkning 16/5 2002).
12) Anden behandling af lovforslag nr. L 139:
Forslag til lov om ændring af retsplejeloven.
(Forbedret vidnebeskyttelse).
Af justitsministeren (Lene Espersen).
(Fremsat 27/2 2002. Første behandling 14/3
2002. Betænkning 21/5 2002. Ændringsforslag
nr. 1 af 23/5 2002 uden for betænkningen af Line
Barfod (EL)).
13) Anden behandling af lovforslag nr. L 195:
Forslag til lov om ændring af færdselsloven.
(Forhøjelse af hastighedsbegrænsningen for kørsel på motorveje og ændring af reglerne for frakendelse af førerretten).
Af Poul Fischer (DF) m.fl.
(Fremsat 9/4 2002. Første behandling 30/4 2002.
Betænkning 16/5 2002).
14) Første behandling af beslutningsforslag nr.
B 101:
Forslag til folketingsbeslutning om øget byggeri
af ungdomsboliger.
Af Morten Homann (SF) m.fl.
(Fremsat 18/4 2002).

7177

Meddelelser fra formanden";kl. 10.00
5284;title_name;"Jeg skal gøre opmærksom på, at punkt 1 udgår
af dagsordenen for mødet i dag, da der ikke blev
fremsat forslag til vedtagelse under forespørgselsdebatten i Tinget i aftes, torsdag den 23. maj
2002.

Den første sag på dagsordenen var:
1) Eventuelt: Fortsættelse af forespørgsel nr.
F 41 [afstemning]:
Forespørgsel til undervisningsministeren [om
folkeskolen].
Af Bodil Kornbek (KRF) m.fl.
(Forespørgslen anmeldt 12/4 2002. Fremme af
forespørgslen vedtaget 18/4 2002. Første del af
forespørgslen (forhandlingen) foretaget 23/5
2002).";Formanden
5826;title_name;"Som tidligere meddelt udgår punkt 1 af dagsordenen for mødet i dag.

Den næste sag på dagsordenen var:
2) Tredje behandling af lovforslag nr. L 181:
Forslag til lov om ændring af lov om vægtafgift af motorkøretøjer in.v., lov om afgift efter
brændstofforbrug for visse personbiler og lov
om registreringsafgift af motorkøretøjer m.v.
samt ændring af ligningsloven. (Skattestop, afgiftsnedsættelse for miljøvenlige motorcykler,
afgiftsfritagelse for køreskolebusser, godtgørelse af registreringsafgift ved udførsel af biler
og motorcykler, ændrede regler for brugte biler
m.v. samt ændret firmabilbeskatning af varebiler).
Af skatteministeren (Svend Erik Hovmand).
(Fremsat 20/3 2002. Første behandling 16/4
2002. Betænkning 15/5 2002. Andenbehandling
17/5 2002).
Der var ikke stillet ændringsforslag.
Lovforslaget sattes til forhandling.

7178

Fredag den 24. maj 2002 (L 188)

Forhandling";Formanden
6733;name_party;":
Under andenbehandlingen fik vi dokumenteret,
at konsekvensen af regeringens skattestopforslag, når det drejer sig om bilafgifterne, er, at nye
biler bliver dyrere i anskaffelse, end de ellers ville blive. Når regeringen ophæver tillægsreguleringen af det såkaldte skalaknæk, får man 40
mio. kr. mere ind i registreringsafgift.
Derfor vil jeg gerne spørge skatteministeren hvis skatteministeren ellers har tid: Hvorfor kan
det være, at regeringen ikke fastholder tillægsreguleringen af skalaknækket? Hvis man gjorde
det, ville man jo kunne fastholde den politik, der
gør, at man gør biler billigere i anskaffelse.
Hvorfor kan det være, at regeringen påfører sig
selv det problem, at man ude i forsamlingshusene skal stå og sige, at konsekvensen af skattestoppet er, at bilerne bliver dyrere i anskaffelse?
Det andet, som jeg godt vil spørge skatteministeren om, er, hvorfor det kan være - helt seriøst må jeg sige til skatteministeren - at regeringen har så travlt med at få gennemført skattestoppet på det her område, når det først har
virkning fra 1. januar 2003, og når det er sådan,
at alle er bekendt med, at 1. oktober træder nye
regler for bilhandel i EU i kraft, som med al
sandsynlighed fører til, at bilerne stiger i pris. Vi
er enige med regeringen i, at man skal vente og
se, hvordan udviklingen kommer til at gå, men
hvorfor kan det være, at man vil påføre sig større problemer i forbindelse med tilpasningen ved
på forhånd at sætte registreringsafgiften op? Det
forstår vi ikke.
Det er jo også sådan, at i det grundnotat, som
er afleveret til Europaudvalget i marts, skriver
Økonomi- og Erhvervsministeriet direkte:
»Besparelsen, som følger af fald i reservedelspriser, vil kunne blive af samme størrelsesorden
som den fordyrelse, der vil følge af højere priser
på nye biler, hvis man regner eksklusive moms
og afgifter.« Og så kommer det: »Den forventede
prisstigning på nye biler vil dog efter afgifter betyde, at udgiften for forbrugerne vil stige betydeligt.«
Hvorfor kan det så være, at man på nuværende tidspunkt låser afgifterne på en måde, så det
forstærker problemet? Hvorfor kan det være, at
man på den ene side vil se tiden an, når det drejer sig om, hvordan virkningen er, og på den anden side vedtage noget allerede nu, som først får

virkning på det tidspunkt, hvor problemerne
opstår? Hvorfor kan det være, at man ikke kan
nøjes med på nuværende tidspunkt at komme
med en hensigtserklæring, som opfylder regeringens målsætning om, at man vil sikre afgifterne? Hvorfor kan det være, at man her og nu vil
vedtage et system, som gør, at det bliver vanskeligt at lave en offensiv tilpasning til de her problemer?
Det håber jeg at skatteministeren ser sig i
stand til at svare på.
Hermed sluttede forhandlingen.
Afstemning
Lovforslaget vedtoges med 55 stemmer (V, DF
og KF) mod 45 (S, SF, RV, EL og KRF).";Jacob Buksti
9574;title_name;"Lovforslaget vil nu blive sendt til statsministeren.

Den næste sag på dagsordenen var:
3) Tredje behandling af lovforslag nr. L 188:
Forslag til lov om ændring af afskrivningsloven og ligningsloven. (Afskrivning af kunstkøb og skattefrihed for visse hæderspriser).
Af skatteministeren (Svend Erik Hovmand).
(Fremsat 4/4 2002. Første behandling 18/4 2002.
Betænkning 8/5 2002. Anden behandling 17/5
2002).
Der var ikke stillet ændringsforslag.
Lovforslaget sattes til forhandling.
Ingen bad om ordet.";Formanden
10085;Time;"Afstemning
Lovforslaget vedtoges med 55 stemmer (V, DF
og KF) mod 43 (S, SF, RV og EL): 2 (KRF) stemte
hverken for eller imod.

Fredag den 24. maj 2002 (L 189)";Kl. 10.05
10259;title_name;"Lovforslaget vil nu blive sendt til statsministe- '
ren.

7179

Der var ikke stillet ændringsforslag.
Lovforslaget sattes til forhandling.
Ingen bad om ordet.

Den næste sag på dagsordenen var:
4) Tredje behandling af lovforslag nr. L 189:
Forslag til lov om ændring af lov om afgift af
lønsum m.v. (Fritagelse for fri folkeoplysende
virksomhed og undervisning i børnehaveklasser og 1.-10. klasse).
Af skatteministeren (Svend Erik Hovmand).
(Fremsat 3/4 2002. Første behandling 18/4 2002.
Betænkning 8/5 2002. Anden behandling 17/5
2002).
Der var ikke stillet ændringsforslag.
Lovforslaget sattes til forhandling.
Ingen bad om ordet.
Afstemning
Lovforslaget vedtoges enstemmigt med 101
stemmer.";Formanden
10965;title_name;"Lovforslaget vil nu blive sendt til statsministeren.

Afstemning
Lovforslaget vedtoges med 99 stemmer (V, S,
DF, KF, SF, RV og KRF) mod 2 (EL).";Formanden
11120;title_name;"Lovforslaget vil nu blive sendt til statsministeren.

Den næste sag på dagsordenen var:
6) Tredje behandling af lovforslag nr. L 194:
Forslag til lov om ændring af aktieavaricebeskatningsloven, kildeskatteloven, virksomhedsskatteloven og andre skattelove. (Succession for nære medarbejdere, aktier i selskaber
af finansiel karakter - generationsskifte).
Af skatteministeren (Svend Erik Hovmand).
(Fremsat 5/4 2002. Første behandling 18/4 2002.
Betænkning 8/5 2002. Anden behandling 17/5
2002).
Der var ikke stillet ændringsforslag.
Lovforslaget sattes til forhandling.
Ingen bad om ordet.

Den næste sag på dagsordenen var:
5) Tredje behandling af lovforslag nr. L 190:
Forslag til lov om ændring af lov om energiafgift af mineralolieprodukter m.v., lov om afgift
af naturgas og bygas, lov om afgift af stenkul,
brunkul og koks m.v., lov om kuldioxidafgift
af visse energiprodukter, lov om afgift af svovl
og lov om tilskud til elproduktion. (Ændret
kraft-varme-beskatning, lettelser til erhvervslivet m.m.).
Af skatteministeren (Svend Erik Hovmand).
(Fremsat 3/4 2002. Førsté behandling 18/4 2002.
Betænkning 8/5 2002. Tilføjelse til betænkning
15/5 2002. Andenbehandling 17/5 2002).

Afstemning
Lovforslaget vedtoges med 58 stemmer (V, DF,
KF og KRF) mod 43 (S, SF, RV og EL).";Formanden
