split;reason;text;value
0;;". Mandag den 11. marts 2002 (D)

37. m ø d e";
80;Time;"Dagsorden
1) Forespørgsel nr. F 15:
Forespørgsel til miljøministeren [om målsætningen i »Affald 21« om stabilisering af de samlede
affaldsmængder].
Af Ole M. Nielsen (KRF) m.fl.
(Forespørgslen anmeldt 15/1 2002. Fremme af
forespørgslen vedtaget 17/1 2002).
2) Første behandling af lovforslag nr. L 131:
Forslag til lov om ændring af lov om miljø og
genteknologi. (Gennemførelse af det nye udsætningsdirektiv m.v.).
Af miljøministeren (Hans Christian Schmidt).
(Fremsat 28/2 2002).
3) Første behandling af lovforslag nr. L 132:
Forslag til lov om ændring af lov om miljøbidrag og godtgørelse i forbindelse med ophugning og skrotning af biler. (Nedsættelse af miljøbidrag m.m.).
Af miljøministeren (Hans Christian Schmidt).
(Fremsat 28/2 2002).
4) Første behandling af lovforslag nr. L 133:
[Forslag til lov om ophævelse af lov om Den
Grønne Fond, lov om pulje til grøn beskæftigelse, lov om støtte til forureningstruede vandindvindinger og om ændring af lov om beskyttelse
af havmiljøet og lov om 0restaden m.v.
lAf miljøministeren (Hans Christian Schmidt).
I!(Fremsat 28/2 2002).
5) Første behandling af beslutningsforslag nr.
B 61:
Forslag til folketingsbeslutning om opretholdelse af Vandfonden.
Af Torben Hansen (S) m.fl.
(Fremsat 24/1 2002).

2919

6) Første behandling af beslùtningsforslag nr.
B 69:
Forslag til folketingsbeslutning om at bevare
Naturrådet.
Af Helge Mortensen (S) m.fl.
(Fremsat 8/2 2002).
7) Første behandling af beslutningsforslag nr.
B 70:
Forslag til folketingsbeslutning om opretholdelse af Den Grønne Fond.
Af Carsten Hansen (S) m.fl.
(Fremsat 8/2 2002).

Meddelelser fra formanden";kl. 13.00
1703;title_name;"Medlemmer af Folketinget Louise Frevert (DF),
Kristian Thulesen Dahl (DF), Per Dalgaard (DF),
Pia Kjærsgaard (DF), Peter Skaarup (DF) og Karina Sørensen (DF) har meddelt mig, at de ønsker skriftligt at fremsætte:
Forslag til lov om ændring om lov af folkeskolen. (Ophævelse af muligheden for fritagelse for
kristendomskundskab).
(lovforslag nr. L 153).
Medlemmer af Folketinget Keld Albrechtsen
(EL) og Line Barfod (EL) har meddelt mig, at de
ønsker skriftligt at fremsætte:
Forslag til folketingsbeslutning om ændring af
dyreværnslovgivningen.
(Beslutningsforslag nr. B 82).
Medlemmer af Folketinget Margrete Auken (SF)
og Aage Frandsen (SF) har meddelt mig, at de
ønsker at stille følgende forespørgsel til trafikministeren:
»Hvad kan ministeren oplyse om det københavnske metroprojekts status og problemer?«.
(Forespørgsel nr. F 32).

2920

Mandag den 11. marts 2002 (F 15)

Den første sag på dagsordenen var:
1) Forespørgsel nr. F 15:
Forespørgsel til miljøministeren:
»Med henvisning til den seneste statistik på
affaldsområdet, der viser, at affaldsmængderne er steget med 7 pet. fra 1999 til 2000, bedes
ministeren oplyse, hvilke initiativer regeringen vil tage for at opfylde målsætningen i »Affald 21« om stabilisering af de samlede affaldsmængder.«
Af Ole M. Nielsen (KRF), Bodil Kornbek (KRF),
Jann Sjursen (KRF) og Tove Videbæk (KRF).
(Forespørgslen anmeldt 15/1 2002. Fremme af
forespørgslen vedtaget 17/1 2002).

Besvarelse

Miljøministeren (Hans Christian Schmidt):
Allerførst vil jeg gerne kvittere over for hr. Ole
M. Nielsen og sige, at jeg synes, det er godt, at vi
i dag får lejlighed til at diskutere hele affaldsspørgsmålet. Jeg er sikker på, at det er et spørgsmål, der stedse vil være genstand for debat og
forhåbentlig også vil kunne samle en stor del af
Folketinget, som det har gjort før.
Over de sidste 10 år er de samlede affaldsmængder i Danmark steget. Vi har oplevet et
mindre fald i affaldsmængderne i 1998-1999,
men i enkelte sektorer har mængderne været
fortsat stigende. Og i 2000 befandt de samlede
mængder sig igen på samme niveau som i 1996Formanden:
1997, således at vi nu er oppe på at frembringe
Jeg gør opmærksom på, at alle afstemninger om
13 mio. t affald om året.
eventuelle forslag til vedtagelse vil blive udsat
Der er forskelle, når vi ser på de enkelte sektil i morgen, tirsdag den 12. marts.
torer. Mængden af husholdningsaffald er fra
1999 til 2000 steget lidt. Husholdninger frembringer
nu lidt over 3 mio. t affald pr. år, og
Begrundelse
mængden af dagrenovation har ikke ændret sig
ret meget gennem årene. Det er altså haveaffald";Formanden
4309;name_party;":
og stqrskrald, der bliver mere af år for år.
Som forespørgslen ganske enkelt siger, så er årMængden af storskrald er i perioden 1999sagen til forespørgslen, at vi er blevet bekendt
2000
steget. Storskraldet består hovedsageligt af
med affaldsstatistikken for år 2000, som jo regikasserede
varer, forbrugsgoder, og mængden
strerer en stigning i mængderne fra 1999 til år
hænger sammen med det øgede private forbrug.
2000 på 7 pet. Det er forklaringen.
Mængden af haveaffald er også stigende, men
Der er selvfølgelig også nogle forklaringer på
det skyldes især, at man har valgt at indsamle og
den stigning, nogle af dem er måske beroligenbehandle haveaffaldet på komposteringsanlæg
de, men tendensen går den forkerte vej, og tenfrem for at få haveejerne til selv at kompostere
densen er helt i modstrid med Folketingets og
også den tidligere regerings målsætning om sta- affaldet i deres egne haver. Sådan er det i hvert
fald nogle steder.
bilisering af mængderne.
I servicesektoren er mængden af affald fra
Vi er også helt opmærksomme på, at affald
1999 til 2000 gået i vejret. Handel, kontor og inikke bare er affald, og at det ikke er inden for
stitutioner frembringer over 1 mio. t affald pr. år,
alle sektorer, at stigningerne er lige grelle, men
og kun en mindre del heraf udgør materialer til
der er faktisk stigninger inden for stort set alle
genanvendelse som f.eks. papir. Mængden af
sektorer.
papir var i 2000 165.0001. Der skal sættes ind
Så er det jo endelig 3 år siden, vi sidst havde
over for disse store stigninger.
en generel affaldsdebat her i Folketinget, og det
Industrien frembragte mere affald i 2000 samsynes vi egentlig er en helt udmærket ting at
menlignet med 1999, men det er vigtigt at være
tage op igen, også fordi vi har fået en ny regering og også for at være sikre på, at den nye mil- opmærksom på, at denne stigning bl.a. dækker
over en registreringsfejl. I år 2000 er industrien
jøminister mener det, som han mente, da han
noteret for at producere større mængder affald,
var oppositionsleder på området. Så vi glæder
end der i virkeligheden er produceret. Industrios til at høre ministerens besvarelse af foreen producerer næsten 3 mio. t affald pr. år, og
spørgslen.
den største vækst ses i de genanvendelige materialer som jern og metal, men industrien sender
stadig en stor mængde affald til deponering.
Affaldsmængden for byggeri og anlæg var i
2000 på over 3 mio. t. Affaldsmængderne for

(366)
Mandag den 11. marts 2002 (F 15)
denne sektor er meget svingende, men med en
voksende tendens. Bygge- og anlægssektoren er
meget konjunkturafhængig, men vi ser en stabil,
høj genanvendelse på 90 pet.";Ole M. Nielsen
6954;Time;"Mængden af slam fra renseanlæg er stigende,
når man opgør det i våd vægt, men det er ikke
en reel forøgelse. Omlægninger i behandlingsteknologien for slam betyder blot, at slammet indeholder mere vand.
Mængden af restprodukter fra de kulfyrede
kraftværker er stadig faldende, og i 2000 udgjorde de 1,2 mio. t, og hele denne mængde restprodukter blev nyttiggjort. Mængderne falder på
grund af begrænsninger i anvendelsen af kul.
Regeringen er generelt enig i målene i den nationale affaldsplan »Affald 21«. Desuden er et af
målene i »Affald 21« at stabilisere de samlede affaldsmængder i 2004.
Med de seneste tendenser til en fortsat stigning i affaldsmængderne er det vigtigt at gøre
en indsats for at nedbringe mængderne. Og jeg
vil i den forbindelse sørge for at give en redegørelse for, hvordan det går med opfyldelsen af
målsætningerne i »Affald 21«, herunder give en
beskrivelse af de tiltag, der bidrager til at stabilisere affaldsmængden.
De væsentligste øgninger i affaldsmængderne ser vi i industrien og i servicesektoren, og det
er netop i disse to sektorer, vi især vil sætte ind.
Gennem de sidste 10-15 år har fokus primært
været rettet mod at skabe et velfungerende system til håndteringen af affald samt at genanvende mest muligt. Generelt har der været
iværksat en del renere teknologiprojekter, mens
der kun i mindre grad har været sat ind med en
forebyggende indsats. Samtidig er der fokuseret
på at mindske indholdet af farlige og uønskede
stoffer i affaldet.
Trods gode systemer til håndteringen af affaldet er det imidlertid vigtigt også at arbejde på at
hindre, at der opstår affald. Årsagen er, at dannelse af affald er ressourcer, der er på vej til at gå
til spilde. Og ud fra en ressourcebetragtning er
det vigtigt at erkende, at selv om affaldet genanvendes, vil der som regel altid være tale om et
vist tab af ressourcer. Hertil kommer, at behandling af affaldet, uanset hvilken behandling der er
tale om, altid vil indebære en belastning af miljøet.
I »Affald 21« er målsætninger om stabilisering af affaldsmængderne og øget genanvendelse opgjort i ton. Affaldsmængden i ton er en enkel og god måde at præsentere miljøproblemer-

2921

ne ved affaldsbehandlingen på, og højest prioriteret i affaldshierakiet er netop affaldsforebyggelse, altså færre ton affald.
Danmark har et enestående registreringssystem for affald, men uanset dette indgår affald
til genanvendelse i opgørelsen af affaldsmængderne i ton på lige fod med andet affald.
Genanvendelse er typisk miljømæssigt bedre
end forbrænding eller deponering, men også
genanvendelse er forbundet med ressourcetab
og miljøbelastning. Ressourcetabet og miljøbelastningen ved deponering af 11 murbrokker
er ikke den samme som ved 1 t metalaffald. Og
ressourcegevinsten ved at genvinde 1 t flyveaske fra kraftværkerne er ikke den samme som
ved at genvinde 1 t papir. For nogle affaldstyper
som f.eks. haveaffald er der ikke tale om nogen
væsentlige ressourcer, der går tabt. 홢 ,
Derfor lægger regeringen op til, at der sker en
ny drejning i styringen af indsatsen. Regeringen
vil i fremtiden også gå efter, hvor stor en reduktion af ressourcetabet og miljøbelastningen fra
affald, vi kan opnå. Fremover vil vi ikke kun se
på reduktion af ton affald. Reduktion i affaldet
fra forskellige sektorer skal angribes forskelligt:
Hvis der reelt skal ske en forebyggende indsats, er det nødvendigt at ændre måden, vi producerer produkter på. Virksomhederne skal producere renere produkter med brug af færre ressourcer. Og EU's strategi for at integrere produktpolitik er endnu ikke færdigbehandlet.
Strategien sigter på at mindske forbruget af ressourcer og reducere miljøbelastningen fra produkter i alle faser - lige fra udvikling af produktet, til at de udtjente produkter bortskaffes.
I Danmark er der udarbejdet en national produktstrategi, og det forventes, at den europæiske i store træk vil komme til at svare til den
danske. Det er dog min overbevisning, at produktstrategien på grund af den store samhandel
med udlandet først vil få reel effekt, når den
gennemføres på europæisk plan.
Men det er vigtigt, at de renere produkter bliver efterspurgt. Forbrugsmønstre er svære at
ændre, og det er vanskeligt at opnå hurtige resultater med produkter. Indsatsen over for produkter har først virkning på affaldsmængden på
lang sigt, fordi de varige forbrugsgoder har en
vis levetid, før de ender i affaldet. Og indvirkningerne på affaldsmængderne fra byggeri og
anlægsarbejder har naturligvis endnu længere
udsigter.
Der er altså behov for at sætte konkrete initiativer i gang for at nedbringe affaldsmængderne.

2922

Mandag den 11. marts 2002 (F 15)

Miljøstyrelsen arbejder i øjeblikket med at undersøge effekten af forskellige virkemidler til affaldsforebyggelse. Det er planen, at nogle af disse tiltag skal indgå i den kommende strategi,
men vi kan allerede gå i gang på nogle områder.";Kl. 13.05
11830;Time;"I nogle virksomheder får affaldet ikke den
opmærksomhed, som er nødvendig. Sidste år
blev der udviklet et nemt og simpelt redskab,
som kan anvendes på mindre virksomheder til
hurtigt at få et overblik over de enkelte afdelingers ressourceforbrug og affaldsproduktion.
Værktøjet giver mulighed for en hurtig forebyggende indsats, der findes relevant for den
ansatte i produktionen. Værktøjet har fået stor
succes. Måske skyldes det de økonomiske besparelser, som virksomhederne har opnået, idet
forbruget af råvarer er reduceret. Endvidere har
virksomhederne også haft mindre udgifter til at
komme af med affaldet. Og ved at inddrage produktionspersonalet i processen, har man fået
uddelegeret ansvaret for at nedbringe affaldsmængderne.
Der bliver iværksat aktiviteter, der skal udbrede kendskabet til værktøjet, og samtidig udbygges værktøjet, så det også kan anvendes på
større og mere komplicerede virksomheder. Det
skal desuden undersøges, om værktøjet kan tilpasses, så det kan anvendes i servicesektoren.
Forskellige administrative redskaber kan
medvirke til at skabe øget fokus på virksomhedernes affald. Det gælder bl.a. vilkår for affald i
virksomhedernes miljøgodkendelser, grønne
regnskaber, miljøledelse og miljøstyring.
Med henblik på at få mest miljø for pengene
vil regeringen udarbejde en rapport om grøn
markedsøkonomi, som skal analysere mulighederne for praktisk brug af markedsorienterede
redskaber til at fremme et bedre miljø. Bl.a. vil
regeringen se på initiativer, der gør det nemmere for forbrugerne, investorerne og virksomhederne at handle miljø- og ressourcebevidst, og
som fremmer virksomhedernes muligheder for
at bruge deres miljøindsats som en konkurrenceparameter.
Jeg sigter på at kunne fremlægge et samlet
oplæg til strategi for forebyggelse af ressourcetab og miljøbelastning for affald i maj 2003.
Det er vigtigt at overvåge udviklingen ved at
fastsætte en række indikatorer for ressourcetab
og miljøbelastning og følge disse fra år til år. Arbejdet med nye indikatorer er igangsat. Der er
imidlertid et større beregningsarbejde med man-

ge data om affaldsmængder og materialernes
livscyklus.
Det første sæt af nye indikatorer for ressourceforbrug og deponeringsbehov for de forskellige materialer i affaldet vil foreligge om et års tid.
Disse indikatorer kan bruges til at prioritere, fra
hvilke materialer det er vigtigst at genindvinde
affaldet, forebygge affaldsdannelse, og hvilke
materialer der har mindre betydning for det
samlede ressourceforbrug og miljøbelastning.
Strategien vil indeholde både administrative
virkemidler, udviklingsarbejde og information,
herunder f.eks. rådgivning via erhvervsaffaldskonsulenter. Mange kommuner og affaldsselskaber har oprettet ordninger med erhvervsaffaldskonsulenter for at styrke indsatsen over for
virksomhedernes affald. Konsulenterne udbreder information og vejleder virksomhederne om
bedre håndtering og sortering af affaldet.
En evaluering af ordningerne viser, at ca. 200
kommuner var dækket af en konsulentordning i
år 2000. Evalueringen viser også, at både konsulenter og virksomheder mener, at ordningerne
har held til at sætte fokus på virksomhedernes
affald, sådan at der sker en bedre udsortering af
miljøfarlige stoffer og der flyttes affald fra deponering og forbrænding til genanvendelse.
I forbindelse med indsatsen for renere produkter er der nedsat et produktpanel på byggeområdet. Dette panel har fremlagt en handlingsplan for nye initiativer på området, herunder tiltag til affaldsforebyggelse og øget genanvendelse. Og som tidligere nævnt vil indsatsen især fokusere på de to sektorer, industri og service. Vi
skal bl.a. nedbringe spildet fra produktionsprocesserne, søge at øge effektiviteten, hvormed
ressourcerne bliver brugt, og forlænge levetiden
for de varige forbrugsgoder.
Jeg er glad for, at Miljørådet for de renere produkter har lagt op til, at der bliver nedsat et nyt
produktpanel for handels- og kontorområdet.
Her vil branchens repræsentanter selv kunne
igangsætte initiativer, der kan sikre en reduktion
af ressourceforbruget og miljøbelastningen for
denne sektor.
Vi skal fortsat arbejde på at sikre høj genanvendelse, høj kvalitet i affaldsbehandlingen og
mindske farligheden af affaldet.
Der er to områder, som skal have høj prioritet
i det videre arbejde. Det er at øge genanvendelsen i servicesektoren, for der går alt for mange
ressourcer til spilde fra handel, kontor og institutioner. Desuden skal vi have etableret et netværk for behandlingsteknologi, således at de

Mandag den 11. marts 2002 (F 15)
specielle affaldsfraktioner kan blive oparbejdet
eller behandlet på en kvalitetsmæssig måde.
Der er igangsat en god proces omkring arbejdet med at fremme affaldsforebyggelse. Der har
været afholdt en konference, hvor parterne er
kommet med væsentlige bidrag. De gode erfaringer med at inddrage aktørerne i arbejdet skal
også bruges fremover. Jeg vil sikre, at aktørerne
bliver involveret i drøftelserne af strategien for
forebyggelse af ressourcetab og miljøbelastning
og i den kommende affaldsplan.";Kl. 13.10
16874;Time;"Som tidligere sagt skal der ikke kun sættes fokus på forebyggelse, der er også store ressourcebesparelser og nedsat miljøbelastning i at se på,
hvorledes affaldet håndteres. Gennem anvendelse af de nye indikatorer, der er ved at blive
udviklet, skal vi ikke kun se på, hvor mange
tons affald der frembringes og skal behandles.
Vi skal se på ressourceforbrug og miljøbelastning opdelt på materialer ved de forskellige måder, de affaldsbehandles på ved genanvendelse,
forbrænding og deponering. Det igangværende
arbejde skal bruges som grundlag for den fremtidige prioritering af, hvor vi opnår mest miljø
for indsatsen.
Jeg er glad for, at diskussionen om affaldet er
rejst. Som jeg sagde i indledningen: Det er et
vigtigt emne, og jeg håber og tror på en god og
konstruktiv debat.
Forhandling";Kl. 13.15
17688;name_party;":
Jeg vil gerne sige tak for ministerens svar. Jeg synes, det var et godt svar, og jeg håber, vi får en
god debat her efterfølgende.
Jeg vil gerne begynde med at sige, at vores
holdning til tingene jo er, at affaldshåndtering er
vigtig, men at affaldsforebyggelse faktisk er vigtigere.
I november 2000 havde Miljøstyrelsen en
ganske udmærket konference om affaldshåndteringen, og da var konklusionen eller en del af
konklusionen, at det er nødvendigt at fastsætte
mål, der ikke begrænser sig til reduktion af affaldsproduktionen, men at man ser bredere på
det samlede ressourceforbrug i hele produktets
livscyklus.
Det er der megen sandhed i, og det korresponderer jo også med det, som ministeren gør
opmærksom på, at det altså ikke kun er et

2923

spørgsmål om at sætte et antal tons affald sammen. Det er vi helt enige i.
Problemet med affald er jo ikke bare, at vi vil
kvæles i det på et tidspunkt, og at mængderne i
sig selv er en miljøbelastning. Det problem kan
jo ifølge en vis samfundsdebattør løses ved at
lave skibakker af bjergene. Den løsning synes
Kristeligt Folkeparti ikke er god, og det synes
ministeren ifølge svar til mig heldigvis heller ikke. Så det er vi også enige om.
Nej, affaldsmængderne er ikke bare problemet. De er også et symptom på et større problem, nemlig det ressourceforbrug, der er forudsætningen for, at bjergene bliver til.
Endelig er alle typer af affald, som også ministeren gør opmærksom på, jo slet ikke en lige
stor belastning og heller ikke et lige stort ressourceproblem. Der er brug for en meget helhedsorienteret tilgang til problemet.
Regeringen vil ifølge ministeren her i første
omgang fokusere stærkt på industri- og servicesektorerne, som også helt korrekt har den største
stigning i affaldsmængder. Men i Kristeligt Folkeparti synes vi nu heller ikke, at vi helt skal
lade os nøje med, at mængderne af husholdningsaffald ikke er stigende. Det er rigtigt, at de
er rimelig konstante, hvis vi ser bort fra haveaffald.
Haveaffald er jo et kapitel for sig selv. Det er
unaturligt at samle sammen, men det er jo endnu mere unaturligt at brænde det af. Bliver det
samlet sammen og komposteret, kan man da se
fornuften i det, men det var jo noget, som man
lige så godt kunne vælge at finde ud af at gøre
på de steder, hvor det nu engang opstår, og vel
at mærke ikke i affaldskværne, eller hvad sådan
nogle kvashuggere nu hedder, som er noget af
det mest forurenende, der overhovedet eksisterer både lydmæssigt og brændstofmæssigt.
Husholdningsaffaldet er et udtryk for hele affaldsproduktionen. Alt det affald, der bliver
produceret i de andre led, især i produktion,
handel og distribution, har jo til formål at frembringe et produkt til den endelige forbruger. Det
er jo det, hele industrien går ud på, somme tider
ad flere omveje gennem flere led, men det hele
handler jo om at skabe noget til den endelige
forbruger.
Det betyder, at kan vi få husholdningernes affaldsmængder ned, så vil affaldsmængderne og
ressourceforbruget i de bagvedliggende led også
falde.
Der er heldigvis flere strenge at spille på, også
i forhold til forbrugerne, husholdningerne. Der

2924

Mandag den 11. marts 2002 (F 15)

er både økonomi, lovgivning og oplysning. Det
sidste er måske ikke det ringeste.
Der er også små mængder, som ikke tæller så
meget i 3 mio. t. Jeg tænker på sådan en lille ting
som plasticemballage, som der i nogle kommuner er gjort forsøg med at få indsamlet. Vi ved,
at plasticemballage ikke vejer så skrækkelig meget, og det er utrolig negativt i affaldsforbrændingen. Det kan genanvendes, men det skal vi
vel at mærke ikke gøre ved at eksportere giftigt
affald til andre lande, som der også har været historier fremme om. Det håber jeg og det tror jeg
også at vi er helt enige om at vi ikke skal finde os
i.";Ole M. Nielsen
21461;Time;"Så til storskrald, som jo er et resultat af, at vi
simpelt hen ikke kan blive ved at huse vores varige forbrugsgoder. Vi køber jo stadig væk ind.
Det er ikke helt så moderne at bygge til husene
mere, som det var en overgang. Det havde jo et
formål, nemlig at huse flere og flere varige forbrugsgoder. Det var derfor, vi skulle have husene gjort større. Det er ikke helt så aktuelt mere,
som det var engang, derfor bliver vi nødt til at
køre noget på lossepladsen, og derfor stiger
mængderne af storskrald. Det er utrolig negativt. Det er et udtryk for et øget privatforbrug,
men også et privatforbrug, som ligger nogle år
tilbage. Det kommer med forsinkelse.
For nedbringelse af storskrald er vi i høj grad
afhængige af et samspil med industrien om produktansvar f.eks., og over for industriens affaldsproduktion skal vi bruge flere forskellige
instrumenter som lovgivning, vejledning, konsulentindsats, øget opmærksomhed osv. Selvfølgelig kan også de økonomiske instrumenter bruges dér.
På det område er vi især afhængige af et samspil med udlandet. Samarbejdet i EU om integreret produktpolitik er utrolig vigtigt.
Undskyld, er det rigtigt, at der kun er 5 minutters taletid?

slutte sig det, og det vil blive forelagt af Venstres
ordfører.
Jeg kommer tilbage med resten af min tale.";Kl. 13.20
22768;name_party;":
Jeg vil først gerne takke de fire medlemmer af
Kristeligt Folkeparti med partiets miljøordfører,
hr. Ole M. Nielsen, i spidsen for at have rejst
denne forespørgselsdebat om affaldsproduktionen i Danmark.
Det er vigtigt, at vi sikrer, at vi hele tiden holder fast i målsætningen om at bevare et godt
miljø i Danmark, og her er affaldsproduktionen
et af de områder, som hele tiden skal være i fokus.
Ministeren gennemgik en række af de centrale tal på affaldsområdet, og de fortæller jo ganske klart, at det ikke er nok at se på det samlede
affaldstal, fordi det samlede affaldstal jo udmærket kunne være faldet, samtidig med at noget af det mest miljøskadelige affald var steget.
Det er ofte sådan, at totalmængder og gennemsnit skjuler de mest interessante ting i statistiske
opgørelser.
Det er derfor vigtigt at se på udviklingen i de
enkelte affaldsfraktioner. På den måde vil man
ganske klart kunne se, hvilke der har de største
udsving både i opadgående og i nedadgående
retning. På den måde kan man samtidig sætte
fokus på affaldets miljøbelastning og på ressourcetabet ved affaldsproduktionen. Det er netop
her, regeringen vil sætte ind, og det skal regeringen have ros for.
Vi skal have mest miljø for pengene, og derfor
skal vi også sætte ind dér, hvor miljøbelastningen er størst, og hvor ressourcetabet ved affaldsproduktionen er størst.
Som ministeren sagde, ser vi de væsentligste
øgninger i affaldsmængderne i industrien og i
servicesektoren, så det er selvfølgelig dér, hvor
der skal sættes ind først. Vi skal have nedbragt
mængderne, men samtidig skal vi sørge for at
mindske indholdet af farlige og uønskede stoffer
i affaldet.";Eyvind Vesselbo
