split;reason;text;value
0;;"6419

10/2 94: Dagsorden

6420

6) Første behandling af lovforslag nr. L 190:
Forslag til lov om ændring af lov om arbejdsmarkedsfonde. (Virkningstidspunkt for
lønmodtagerbidraget).
Af skatteministeren (Stavad).
53. møde";
259;Time;"7) Første behandling af lovforslag nr. L 191:
Forslag til lov om ændring af lov om planlægning og lov om naturbeskyttelse. (Beskyttelse af kystområderne).
Af miljøministeren (Svend Auken).

Dagsorden:

1) Fremme af forespørgsel nr. F 3:
Forespørgsel til energiministe en [om regeringens konkrete initiativer til opfølgning af
Energiplan 2000].
Af Riishøj (SF) m.fl.
2) Fremme af forespørgsel nr. F 4 :
Forespørgsel til statsministerer [om arbejdet
med kommende direktiver, så de r ikke sker en
gentagelse af forløbet ved forslaget til det såkaldte »madsminkedirektiv«].
Af Lone Dybkjær (RV), Ove Fich (S), Peter
Duetoft (CD) og Lysholm Christensen (KRF).
3) Anden behandling af lovforslag nr. L 156:
Forslag til lov om ændring af 1ov om foranstaltninger mod smitsomme syg lomme. (Undersøgelse for og udryddelse af r tter på skibe
m.v.).
Af sundhedsministeren (Torb n Lund).
4) Forhandling om redegørelse n . R 11:
Økonomiministerens redegørelse af 1. februar 1994 om konvergensprogram For Danmark.
5) Første behandling af lovforslag nr. L 187:
Forslag til lov om ændring af s raffeloven og
lov om udgifterne i strafferetsplejen. (Hæleri
med hensyn til indsmugling af særlig grov karakter og afsoningsomkostninger m.v.).
Af justitsministeren (Erling O sen).

Meddelelser fra formanden:";kl. 10.00
1557;title_name;"Fra medlem af Folketinget Atli Dam (S), der
har orlov, har jeg modtaget meddelelse om, at
han fra og med den 15. februar 1994 atter kan
give møde i Tinget.
Stedfortræderens, Jacob Lindenskovs, hverv
som midlertidigt medlem af Folketinget ophører herefter fra nævnte dato at regne.
Trafikministeren (Trøjborg) har meddelt
mig, at han ønsker skriftligt at fremsætte:
Forslag til lov om ændring af lov om offentlige
veje.
(Lovforslag nr. L 203).
Medlemmer af Folketinget Pia Kjærsgaard
(FP), Tom Behnke (FP), Aage Brusgaard (FP)
og Poul Nødgaard (FP) har meddelt mig, at de
ønsker skriftligt at fremsætte:
Forslag til lov om ændring af retsplejeloven.
(Udtagelse a f nævninge og domsmænd).
(Lovforslag nr. L 200).
Medlemmer af Folketinget Gade (SF), Birthe Hansen (SF), Jes Lunde (SF) og Ebba
Strange (SF) har meddelt mig, at de ønsker
skriftligt at fremsætte:
Forslag til folketingsbeslutning om en naturgenopretningsplan og nedsættelse af et råd for
Limfjorden.
(Beslutningsforslag nr. B 69).
Medlemmer af Folketinget Fischer (KF), Pia
Christmas-Møller (KF), Grove (KF), Helge
Adam Møller (KF), John Vinther (KF), Inge

6421

10/2 94: Meddelelser fra formanden";Formanden
2731;title_name;"Dahl-Sørensen (V), Svend Aage Jensby (V) og
Niels Anker Kofoed (V) har meddelt mig, at de
ønsker skriftligt at fremsætte:
Forslag til folketingsbeslutning om styrket
indsats mod narkoproblemerne i Danmark.
(Beslutningsforslag nr. B 70).
Udenrigsudvalget har afgivet:
Betænkning og indstilling vedrørende beretning til Folketinget angående Nordisk Råds
virksomhed i 1992-93.
(Beslutningsforslag nr. B 65).
Eksemplarer vil blive omdelt.
Skriftlig fremsættelse af orslag:
Trafikministeren (Trøjborg):
Hermed tillader jeg mig for Folketinget at
fremsætte:
Forslag til lov om ændring af lov om offentlige
veje.
(Lovforslag nr. L 203).
Lovforslaget omfatter en bestemmelse, der
giver en vejbestyrelse mulighed for at lade en
anden vejbestyrelse udføre arbejder på sine veje mod betaling, og for, at vejbestyrelserne kan
byde på hinandens arbejder udbudt i licitation.
Baggrunden herfor er de samarbejdsaftaler,
som staten har indgået med amterne og kommunerne om drift m.v. af statsvejene, der med
virkning fra I. januar 1993 blev forlænget af
den forrige regering, og et ønske fra Amtsrådsforeningen om, at også amterne og kommunerne indbyrdes kan indgå aftaler og byde på hinandens arbejder.
Forlængelsen af aftalerne medfører, at de arbejder på statsvejnettet, som amterne og kommunerne hidtil selv har udført i kraft af de indgåede samarbejdsaftaler, nu skal udbydes i licitation, således at stort set alle arbejder på hovedlandevejene herefter vil blive udbudt i licitation. Samtidig forudsattes det, at amterne og
kommunerne skulle kunne byde på arbejderne, og at der skulle samarbejdes med forsøg på
forskellige former for udbud, herunder udbud
på tværs af aftalegrænserne og på tværs af vejbestyrelsesområder. Dette er kun muligt, hvis
der i forvejen tilvejebringes udtrykkelig hjemmel hertil.

6422

Det er i forbindelse hermed forudsat, at staten vil opnå en udliciteringsgevinst på 175
mio. kr. over en 4-årig periode, der vil blive
anvendt til en forøget vedligeholdelsesindsats
på hovedlandevejene. Besparelsen er indregnet i den 4-årsaftale for vedligeholdelse af hovedlandevejene, der er indgået mellem regeringspartierne og Venstre og Konservative.
Hovedformålet med bestemmelsen og aftalerne er at få flere arbejder udbudt i licitation
og få skabt større konkurrence på området.
For at sikre fair konkurrence mellem de offentlige vejbestyrelser og de private entreprenører
er der indføjet en bestemmelse om, at trafikministeren kan fastsætte nærmere regler om forholdet. Disse regler skal sikre, at vejbestyrelsernes tilbud afgives efter almindelige forretningsmæssige principper.
Endvidere indeholder forslaget en bestemmelse, der gør det lettere for vejbestyrelserne
at kræve beplantning m.v., der fra naboejendomme vokser ud i vejarealerne, fjernet.
Bestemmelsen skal bl.a. sikre, at sådan beplantning kan kræves fjernet i forbindelse med
nedlæggelse af ledninger i offentlige vejarealer.
Idet jeg i øvrigt henviser til bemærkningerne
til forslaget, skal jeg anbefale det til Tingets
velvillige behandling.";Formanden
5771;name_party;":
Som ordfører for forslagsstillerne tillader jeg
mig hermed at fremsætte:
Forslag til lov om ændring af retsplejeloven.
(Udtagelse af nævninge og domsmænd).
(Lovforslag nr. L 200).
Jeg henviser til de bemærkninger, der ledsager lovforslaget, og anbefaler det til Tingets
velvillige behandling.";Pia Kjærsgaard
6075;name_party;":
Som ordfører for forslagsstillerne tillader jeg
mig herved at fremsætte:
Forslag til folketingsbeslutning om en naturgenopretningsplan og nedsættelse af et råd for
Limfjorden.
(Beslutningsforslag nr. B 69).
Jeg henviser i øvrigt til de bemærkninger,
der ledsager beslutningsforslaget, og anbefaler
det til Tingets velvillige behandling.";Gade
6426;name_party;":
Som ordfører for forslagsstillerne tillader jeg
mig herved at fremsætte:

6423

10/2 94: Skriftlig fremsættelse";Fischer
6552;title_name;"Forslag til folketingsbeslutni g om styrket
indsats mod narkoproblemerne i Danmark.
(Beslutningsforslag nr. B 70).
Jeg henviser i øvrigt til de bemærkninger,
der ledsager forslaget, og anbefaler det til Tingets velvillige behandling.

6424

Der var ikke stillet ændringsforslag.
Lovforslagets paragraffer og spørgsmålet
om dets overgang til tredje behandling sattes
til forhandling under ét.
Ingen bad om ordet.
Afstemning

Den første sag på dagsordenen var:
1) Fremme afforespørgsel nr. F 3 :
Forespørgsel til energiminister n [om regeringens konkrete initiativer til opfølgning af Energiplan 20001.
Af Riishøj (SF) m.fl.
(Forespørgslen anmeldt 4/2 S4).

Sammen med denne sag fore oges den under punkt 2 på dagsordenen opf arte sag, nemlig:
2) Fremme af forespørgsel nr. F 4 :

§§ I og 2
vedtoges uden afstemning
Lovforslagets overgang til tredje behandling
vedtoges uden afstemning.";Fischer
7448;title_name;"Jeg foreslår, at lovforslaget går direkte til
tredje behandling uden fornyet udvalgsbehandling. Hvis ingen gør indsigelse mod dette
forslag, betragter jeg det som vedtaget. (Ophold). Det er vedtaget.
Den næste sag på dagsordenen var:

Forespørgsel til statsministeren lom arbejdet
med kommende direktiver, så dér ikke sker en
gentagelse af forløbet ved forslaget til det såkaldte »madsminkedirektiv«j.
Af Lone Dybkjær (RV), Ove Fich (S), Peter
Duetoft (CD) og Lysholm Chris ensen (KRF).
(Forespørgslen anmeldt 4/2 4).

4) Forhandling om redegørelse IIr. R 11:
Økonomiministerens redegørelse af /. februar
1994 om konvergensprogram for Danmark.
(Redegørelsen anmeldt 1/2 94. Redegørelsen givet 1/2 94. Meddelelse om forhandling
1/2 94).";Formanden
8196;title_name;"Hvis ingen gør indsigelse mod fremme af
disse forespørgsler, betragter jeg Tingets samtykke dertil som givet. (Ophold). Det er givet.";Formanden
