split;reason;text;value
0;;"1140

Tirsdag den 29. november 1994 (D)
Af boligministeren (Ole Løvig Simonsen).
(Fremsat 23/11 94).
23. m ø d e";
153;Time;"Dagsorden
1) Spørgsmål om meddelelse af orlov til og
indkaldelse af stedfortræderen for folketingsmedlem Niels Helveg Petersen (RV).
2) Indstilling fra Udvalget til Valgs Prøvelse.
3) Fremme af forespørgsel nr. F 16:
Forespørgsel til statsministeren [om finansmarkedets betydning for regeringens økonomiske
politik].
Af Frank Aaen (EL) og Jette Gottlieb (EL).
(Forespørgslen anmeldt 23/11 94).
4) Tredje behandling af lovforslag nr. L 18:
Forslag til lov om ophævelse af lov om forsikring af varer og fragt mod krigsfare til søs.
Af erhvervsministeren (Mimi Jakobsen).
(Fremsat 26/10 94. Første behandling 3/11 94.
Betænkning 17/11 94. Anden behandling 24/11
94).
5) Tredje behandling af lovforslag nr. L 37:
Forslag til lov om ændring af kriminallov for
Grønland. (Gevinstgivende spilleautomater).
Af justitsministeren (Bjørn Westh).
(Fremsat 2/11 94. Første behandling 10/11 94.
Betænkning 10/1194. Anden behandling 24/11
94).
6) Forespørgsel nr. F 10:
Forespørgsel til undervisningsministeren [om
danske skoleelevers viden og kunnen på elementære områder, og hvad regeringen agter at
foretage sig for at forbedre undervisning, indlæring og arbejdsvaner i folkeskolen].
Af Frank Dahlgaard (KF) og Anders Mølgaard
(V) m.fl.
(Forespørgslen anmeldt 3/1194. Fremme af forespørgslen vedtaget 10/11 94).
7) Første behandling af lovforslag nr. L 62:
Forslag til lov om ophævelse af lov om statstilskud til forbedringsarbejder m.v. i helårsboliger
og fritidsboliger.

8) Første behandling af lovforslag nr. L 63:
Forslag til lov om tilskud til Færøernes hjemmestyre for 1995.
Af finansministeren (Mogens Lykketoft).
(Fremsat 23/11 94).
9) Første behandling af lovforslag nr. L 64:
Forslag til lov om begrænsning af skyldneres
muligheder for at deltage i offentlige udbudsforretninger og om ændring af visse andre love.
(Effektivisering af inddrivelsen af restancer til
det offentlige).
Af finansministeren (Mogens Lykketoft).
(Fremsat 23/11 94).
10) Første behandling af lovforslag nr. L 72:
Forslag til lov om godkendelse af visse forskningsaktiviteter.
Af forskningsministeren (Frank Jensen).
(Fremsat 23/11 94).
11) Første behandling af lovforslag nr. L 78:
Forslag til lov om ændring af ligningsloven.
(Forskning).
Af skatteministeren (Carsten Koch).
(Fremsat 23/11 94).

Meddelelser fra fonnanden";kl. 13.00
2461;title_name;"Medlemmer af Folketinget Kjeld Rahbæk Møller
(SF), Tommy Dinesen (SF), Steen Gade (SF) og
Jørn Jespersen (SF) har meddelt mig, at de ønsker skriftligt at fremsætte:
Forslag til lov om ændring af lov om banker og
sparekasser m.v. (Rådgiveransvar).
(Lovforslag nr. L 83).
Medlemmer af Folketinget Villy Søvndal (SF),
Anne Baastrup (SF), Steen Gade (SF) og Jes Lunde (SF) har meddelt mig, at de ønsker at stille
følgende forespørgsel til socialministeren:
»Hvilke initiativer påtænker regeringen at sætte
i værk med henblik på at sikre en langsigtet og
sammenhængende børne- og familiepolitik?«
(Forespørgsel nr. F 20).

Tirsdag den 29. november 1994
Skriftlig fremsættelse af forslag

1141";Formanden
3175;name_party;":
Som ordfører for forslagsstillerne tillader jeg
mig herved at fremsætte:

des 1. stedfortræder for Det Radikale Venstre i
denne amtskreds, seminarielærer Dorit Myltoft.
Udvalget til Valgs Prøvelse har i et møde i
dag behandlet denne sag, og jeg kan herefter på
udvalgets vegne afgive følgende indstilling:

Forslag til lov om ændring af lov om banker og
sparekasser m.v. (Rådgiver ansvar).
(Lovforslag nr. L 83).

Seminarielærer Dorit Myltoft godkendes som
midlertidigt medlem af Folketinget fra og med
den 29. november 1994.

Jeg henviser i øvrigt til de bemærkninger, der
ledsager lovforslaget, og anbefaler det til Tingets velvillige behandling.

Hermed sluttede forhandlingen.
Afstemning
Udvalgets ovennævnte indstilling vedtoges en- .
stemmigt med 118 stemmer.

Den første sag på dagsordenen var:
1) Spørgsmål om meddelelse af orlov til og
indkaldelse af stedfortræderen for folketingsmedlem Niels Helveg Petersen (RV).";Kjeld Rahbæk Møller
4113;title_name;"Den pågældende har søgt om orlov i henhold til
forretningsordenens § 41, stk. 3, litra d, jf. stk. 5,
på grund af midlertidig udsendelse i offentligt
hverv.
Hvis ingen gør indsigelse, vil jeg betragte det
som vedtaget, at der meddeles den pågældende
orlov som ansøgt fra og med den 29. november
1994, og at stedfortræderen indkaldes som midlertidigt medlem. (Ophold) Det er vedtaget.

Den næste sag på dagsordenen var:
2) Indstilling fra Udvalget til Valgs Prøvelse.
Forhandling";Formanden
4607;name_party;":
Folketinget har nu vedtaget at meddele orlov til
1 medlem af Folketinget og at indkalde stedfortræderen.
Som ordfører for Udvalget til Valgs Prøvelse
skal jeg gøre indstilling om, at stedfortræderen
godkendes som midlertidigt medlem af Folketinget.
Hr. Niels Helveg Petersen er valgt i Fyns
Amtskreds, og i anledning af hans orlov indkalI

Den næste sag på dagsordenen var:
3) Fremme af forespørgsel nr. F 16:
Forespørgsel til statsministeren [om finansmarkedets betydning for regeringens økonomiske politik].
Af Frank Aaen (EL) og Jette Gottlieb (EL).
(Forespørgslen anmeldt 23/11 94).";Eva Møller
5207;title_name;"Hvis ingen gør indsigelse mod fremme af denne
forespørgsel, betragter jeg Tingets samtykke
som givet. (Ophold). Det er givet.

Den næste sag på dagsordenen var:
4) Tredje behandling af lovforslag nr. L 18:
Forslag til lov om ophævelse af lov om forsikring af varer og fragt mod krigsfare til søs.
Af erhvervsministeren (Mimi Jakobsen).
(Fremsat 26/10 94. Første behandling 3/11 94.
Betænkning 17/11 94. Anden behandling 24/11
94).
Der var ikke stillet ændringsforslag.
Lovforslaget sattes til forhandling.
Ingen bad om ordet.

1142

Tirsdag den 29. november 1994 (L 18)

Afstemning
Lovforslaget vedtoges enstemmigt med 122
stemmer.";Formanden
5851;title_name;"Lovforslaget vil nu blive sendt til statsministeren.

Den næste sag på dagsordenen var:
5) Tredje behandling af lovforslag nr. L 37:
Forslag til lov om ændring af kriminallov for
Grønland. (Gevinstgivende spilleautomater).
Af justitsministeren (Bjørn Westh).
(Fremsat 2/11 94. Første behandling 10/11 94.
Betænkning 10/1194. Anden behandling 24/11
94).
Der var ikke stillet ændringsforslag.
Lovforslaget sattes til forhandling.
Ingen bad om ordet.
Afstemning
Lovforslaget vedtoges enstemmigt med 121
stemmer.";Formanden
6371;title_name;"Lovforslaget vil nu blive sendt til statsministeren.

Den næste sag på dagsordenen var:
6) Forespørgsel nr. F 10 til undervisningsministeren:
»Hvilke oplysninger kan regeringen give om
danske skoleelevers viden og kunnen på elementære områder som f.eks. læsning, skrivning og regning, og hvad agter regeringen at
foretage sig for at forbedre undervisning, indlæring og arbejdsvaner i folkeskolen?«
Af Frank Dahlgaard (KF) og Anders Mølgaard
(V) m.fl.

(Forespørgslen anmeldt 3/11 94. Fremme af forespørgslen vedtaget 10/11 94).
Begrundelse";Formanden
6931;name_party;":
Det er ikke noget lille område, vi skal beskæftige
os med i dag i forespørgslen. Mere end hver tiende dansker har sit daglige virke i folkeskolen
enten som elev eller som lærer.
Det er et uhyre vigtigt område. Folkeskolen er
fundamentet for hele vores uddannelsessystem.
Det, alle de andre uddannelser bygger på, er
det, man har lært i folkeskolen.
Når denne forespørgsel er rejst, er det, fordi
vi nærer alvorlig bekymring for, at folkeskolefundamentet er begyndt at smuldre, at vore
børn og unge ikke lærer nok i folkeskolen. Der
er bekymrende mange tegn på, at den er gal
med elevernes færdigheder selv på elementære
områder som læsning, skrivning og regning.
Man skulle tro, det her var en time i folkeskolen. Der er uro og ballade. Vær venlig at høre efter!
En international undersøgelse af læsefærdigheden blandt børn på tredje klassetrin placerer
danske børn på linje med børn fra Venezuela,
Trinidad og Tobago. Undersøgelsen er offentliggjort i rapporten »Den grimme ælling og svanerne« fra Danmarks Pædagogiske Institut. Den
har været kendt i nogen tid.
Resultaterne af denne undersøgelse af læsefærdigheden er i den offentlige debat søgt bortforklaret, men det har netop haft karakter af
bortforklaringer. Fra gymnasier, handelsskoler
og universiteter er der i de senere år givet adskillige signaler om, at den er gal med de studerendes basale færdigheder.
For nylig kunne dagbladet Politiken oplyse, at
nye studerende på læge- og tandlægestudiet til
trods for tårnhøje karakterer ikke er i stand til at
løse elementære matematiske opgaver.
Arbejdsgivere og personalechefer i det private erhvervsliv kan berette om sjusk, stavefejl og
dårligt og ubehjælpsomt sprog i massevis af ansøgninger om job, som de modtager.
Det er vist overflødigt at sige, at det ikke er
disse unge med de pinligt ringe ansøgninger,
som får de ledige job. Det burde gøre indtryk i
folkeskolen, og det burde også gøre indtryk her
i Folketinget.
På baggrund af en meningsmåling i 1989 er
vores folkeskole blevet betegnet som kærlig,

Tirsdag den 29. november 1994 (F 10)
men slap. Det første er godt og skal bevares, det
sidste er skidt og skal selvfølgelig ændres. Vi
kan ikke affinde os med en slap folkeskole.
Der er desværre tegn på, at det efterhånden
kniber med det kærlige i folkeskolen, for det er
da ikke udtryk for kærlighed til eleverne, hvis
man undlader at stille krav til dem, hvis man
ikke har forventninger til dem, hvis det er ligegyldigt, om de møder til tiden eller afleverer deres opgaver til tiden.
Der er grund til at frygte, at den kærlige folkeskole nogle steder er på vej til at blive den ligeglade folkeskole. Det kan ansvarlige politikere her i Folketinget selvfølgelig ikke forholde sig
passivt til, og derfor har vi bedt undervisningsministeren gøre rede for de danske folkeskoleelevers viden og kunnen på elementære områder, og vi ønsker at vide, hvad regeringen agter
at foretage sig for at forbedre undervisning, indlæring og arbejdsvaner i folkeskolen.
Besvarelse";Frank Dahlgaard
