split;reason;text;value
0;;"Torsdag den 30. november 2017 (D)

26. møde";
83;Time;"Dagsorden
1) 3. behandling af lovforslag nr. L 40:
Forslag til lov om ændring af lov om elforsyning, lov om fremme af
vedvarende energi, lov om naturgasforsyning, lov om Energinet.dk
og lov om varmeforsyning. (Betaling for myndighedsbehandling og
justering af bestemmelser om tilsyn med Energinet).
Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
(Fremsættelse 04.10.2017. 1. behandling 02.11.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017. Lovforslaget optrykt efter 2.
behandling).
2) 3. behandling af lovforslag nr. L 42:
Forslag til lov om ændring af lov om anvendelse af Danmarks undergrund og lov om etablering og benyttelse af en rørledning til
transport af råolie og kondensat. (Forbedret tredjepartsadgang i forbindelse med kulbrinteindvinding, reservationer af kapacitet og opkrævning af bidrag til afviklingsomkostninger i olierørledningen
samt ny klageadgang i lov om etablering og benyttelse af en rørledning til transport af råolie og kondensat m.v.).
Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
(Fremsættelse 04.10.2017. 1. behandling 12.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017. Lovforslaget optrykt efter 2.
behandling).
3) 3. behandling af lovforslag nr. L 43:
Forslag til lov om ændring af lov om kontinentalsoklen. (Tilladelse
til visse rørledningsanlæg på søterritoriet).
Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
(Fremsættelse 04.10.2017. 1. behandling 12.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017).
4) 3. behandling af lovforslag nr. L 6:
Forslag til lov om ændring af konkurrenceloven. (Undtagelse fra forbuddet mod konkurrencebegrænsende aftaler, fusioner, egenacces,
databeskyttelsesretlige regler, foreløbig ansøgning om straflempelse
og nordisk samarbejde).
Af erhvervsministeren (Brian Mikkelsen).
(Fremsættelse 04.10.2017. 1. behandling 10.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017).
5) 3. behandling af lovforslag nr. L 7 A:
Forslag til lov om ændring af søloven og lov om sikkerhed til søs
(Ansvarsbegrænsningsbeløb ved vragfjernelse, gennemførelse af in-

1

ternationale sanktioner vedrørende skibsregistrering, privatretlige
havneafgifter m.v.).
Af erhvervsministeren (Brian Mikkelsen).
(2. behandling 28.11.2017. Lovforslaget optrykt efter 2. behandling).
6) 3. behandling af lovforslag nr. L 7 B:
Forslag til lov om ændring af søloven og tinglysningsafgiftsloven.
(Justering og klarificering af reglerne om udenlandske ejeres adgang
til at få skibe under dansk flag og forenklet registrering af rettigheder i mellemstore fritidsfartøjer).
Af erhvervsministeren (Brian Mikkelsen).
(2. behandling 28.11.2017. Lovforslaget optrykt efter 2. behandling).
7) 3. behandling af lovforslag nr. L 10:
Forslag til lov om ændring af lov om finansiel virksomhed, lov om
kapitalmarkeder, lov om investeringsforeninger m.v. og forskellige
andre love. (Forhandlede retningslinjer på det finansielle område,
sikring af vandrende arbejdstageres ret til at optjene og bevare pensionsrettigheder, gennemførelse af ændringer som følge af benchmarkforordningen og PRIIP-forordningen, udpegning af systemisk
vigtige finansielle institutter (SIFI) m.v.).
Af erhvervsministeren (Brian Mikkelsen).
(Fremsættelse 04.10.2017. 1. behandling 12.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017. Lovforslaget optrykt efter 2.
behandling. Ændringsforslag nr. 1 og 2 af 28.11.2017 til 3. behandlingen af erhvervsministeren (Brian Mikkelsen)).
8) 3. behandling af lovforslag nr. L 25:
Forslag til lov om ændring af lov om leje. (Friplejeboliger i lejede
lokaler).
Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
(Fremsættelse 04.10.2017. 1. behandling 27.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017).
9) 3. behandling af lovforslag nr. L 27:
Forslag til lov om infrastruktur for alternative drivmidler.
Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
(Fremsættelse 04.10.2017. 1. behandling 27.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017).
10) 3. behandling af lovforslag nr. L 30:
Forslag til lov om ændring af færdselsloven. (Ændring af sanktioner
for foretagelse af ulovlige konstruktive ændringer i motordrevne køretøjers forureningsbegrænsende udstyr).
Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
(Fremsættelse 04.10.2017. 1. behandling 03.11.2017. Betænkning
23.11.2017. Omtrykt. 2. behandling 28.11.2017. Lovforslaget optrykt efter 2. behandling).
11) 3. behandling af lovforslag nr. L 35:
Forslag til lov om ændring af straffeloven, lov om en børne- og ungeydelse og lov om børnetilskud og forskudsvis udbetaling af børnebidrag. (Initiativer mod rocker- og bandekriminalitet m.v.).

2

Torsdag den 30. november 2017 (FM )

Af justitsministeren (Søren Pape Poulsen).
(Fremsættelse 04.10.2017. 1. behandling 24.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017).
12) 3. behandling af lovforslag nr. L 47:
Forslag til lov om ændring af lov om akkreditering af videregående
uddannelsesinstitutioner. (Justering af akkrediteringsprocesser, undtagelse af visse maritime uddannelsesinstitutioner fra institutionsakkreditering, udvidelse af Danmarks Akkrediteringsinstitutions udbud
af vurderingskompetence m.v.).
Af uddannelses- og forskningsministeren (Søren Pind).
(Fremsættelse 04.10.2017. 1. behandling 26.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017).
13) 3. behandling af lovforslag nr. L 48:
Forslag til lov om ændring af universitetsloven, lov om videregående
kunstneriske uddannelsesinstitutioner, SU-loven og lov om arbejdsløshedsforsikring m.v. (Erhvervskandidatuddannelse).
Af uddannelses- og forskningsministeren (Søren Pind).
(Fremsættelse 04.10.2017. 1. behandling 26.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017. Lovforslaget optrykt efter 2.
behandling).
14) 2. behandling af lovforslag nr. L 49:
Forslag til lov om ændring af lov om folkeskolen, lov om friskoler
og private grundskoler m.v. og lov om efterskoler og frie fagskoler.
(Lempelse af bindinger i regelsættet om »Fælles Mål«).
Af undervisningsministeren (Merete Riisager).
(Fremsættelse 05.10.2017. 1. behandling 13.10.2017. Betænkning
28.11.2017).
15) 2. behandling af lovforslag nr. L 12:
Forslag til lov om ændring af lov om social service, lov om almene
boliger m.v. og lov om psykologer m.v. (Ændring af reglerne om udvidet lån til betaling af handicapbil, forsøg på det sociale område,
stikprøvekontrol af indberetninger til Tilbudsportalen og forenkling
af rammeaftalekonceptet samt demensmærkning m.v.).
Af børne- og socialministeren (Mai Mercado).
(Fremsættelse 04.10.2017. 1. behandling 10.10.2017. Betænkning
16.11.2017).
16) 2. behandling af lovforslag nr. L 36:
Forslag til lov om ændring af militær straffelov, militær disciplinarlov og militær retsplejelov. (Anvendelsesområde i forhold til tjenstgørende militært personel m.v.).
Af forsvarsministeren (Claus Hjort Frederiksen).
(Fremsættelse 04.10.2017. 1. behandling 12.10.2017. Betænkning
23.11.2017).
17) 1. behandling af lovforslag nr. L 100:
Forslag til lov om ændring af lov om kystbeskyttelse. (Ændring af
formålet med kystbeskyttelse og mulighed for forsøgsprojekter).
Af miljø- og fødevareministeren (Esben Lunde Larsen).
(Fremsættelse 15.11.2017).
18) 1. behandling af lovforslag nr. L 101:
Forslag til lov om ændring af lov om vandforsyning m.v. (Underretning om forhold vedrørende vand).
Af miljø- og fødevareministeren (Esben Lunde Larsen).
(Fremsættelse 15.11.2017).
19) 1. behandling af lovforslag nr. L 103:
Forslag til lov om udstykning og salg af statslige arealer med campingpladser.
Af miljø- og fødevareministeren (Esben Lunde Larsen).

(Fremsættelse 15.11.2017).
20) 1. behandling af lovforslag nr. L 95:
Forslag til lov om ændring af udlændingeloven. (Forlængelse af perioden for økonomisk sikkerhed i ægtefællesammenføringssager
samt ophævelse af den særlige lette adgang til domstolsprøvelse i
sager om familiesammenføring med børn).
Af udlændinge- og integrationsministeren (Inger Støjberg).
(Fremsættelse 15.11.2017).";kl. 10.00
8134;Time;Meddelelser fra formanden;Kl. 10:00
8188;title_name;":
Mødet er åbnet.
I dag er der følgende anmeldelser:";Pia Kjærsgaard
8282;title_name;":
Lovforslag nr. L 113 (Forslag til lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse
m.v. (Kapacitetsloft)).";Merete Riisager
8477;title_name;":
Lovforslag nr. L 114 (Forslag til lov om ioniserende stråling og strålebeskyttelse. (Strålebeskyttelsesloven)).
Jens Henrik Thulesen Dahl (DF) m.fl.:
Beslutningsforslag nr. B 43 (Forslag til folketingsbeslutning om indførelse af obligatoriske dansksprogede fag på de engelsksprogede
uddannelser i Danmark).
Titler på de anmeldte sager vil fremgå af www. folketingstidende.dk.
(jf. ovenfor).
Uddannelses- og forskningsministeren (Søren Pind) har meddelt
mig, at han ønsker i henhold til forretningsordenens § 19, stk. 4, at
give Folketinget en skriftlig
Redegørelse om forsknings- og innovationsområdet 2017.
(Redegørelse nr. R 5).
Eksemplarer vil blive omdelt, og redegørelsen vil fremgå af
www.folketingstidende.dk.
Redegørelsen vil komme til forhandling torsdag den 14. december 2017.

Det første punkt på dagsordenen er:
1) 3. behandling af lovforslag nr. L 40:
Forslag til lov om ændring af lov om elforsyning, lov om fremme
af vedvarende energi, lov om naturgasforsyning, lov om Energi-

Torsdag den 30. november 2017 (L 42)

net.dk og lov om varmeforsyning. (Betaling for myndighedsbehandling og justering af bestemmelser om tilsyn med Energinet).
Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
(Fremsættelse 04.10.2017. 1. behandling 02.11.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017. Lovforslaget optrykt efter 2.
behandling).

3

Afstemningen er slut.
For stemte 89 (S, DF, V, LA, RV, SF og KF), imod stemte 15 (EL
og ALT), [hverken for eller imod stemte 0].
Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.";Ellen Trane Nørby
10060;Time;Forhandling;Kl. 10:01
10100;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
10237;Time;"Det næste punkt på dagsordenen er:
3) 3. behandling af lovforslag nr. L 43:
Forslag til lov om ændring af lov om kontinentalsoklen. (Tilladelse til visse rørledningsanlæg på søterritoriet).
Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
(Fremsættelse 04.10.2017. 1. behandling 12.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017).

Afstemning";Kl. 10:01
10624;Time;;Kl. 10:03
10652;title_name;":
Der stemmes om lovforslagets endelige vedtagelse.
Afstemningen er slut.

Forhandling

For stemte 107 (S, DF, V, EL, LA, ALT, RV, SF og KF), [imod
stemte 0, hverken for eller imod stemte 0].";Pia Kjærsgaard
10871;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.

Lovforslaget er enstemmigt vedtaget og vil nu blive sendt til statsministeren.";Pia Kjærsgaard
11089;Time;"Afstemning

Det næste punkt på dagsordenen er:
2) 3. behandling af lovforslag nr. L 42:
Forslag til lov om ændring af lov om anvendelse af Danmarks
undergrund og lov om etablering og benyttelse af en rørledning
til transport af råolie og kondensat. (Forbedret tredjepartsadgang i forbindelse med kulbrinteindvinding, reservationer af kapacitet og opkrævning af bidrag til afviklingsomkostninger i
olierørledningen samt ny klageadgang i lov om etablering og benyttelse af en rørledning til transport af råolie og kondensat
m.v.).
Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
(Fremsættelse 04.10.2017. 1. behandling 12.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017. Lovforslaget optrykt efter 2.
behandling).";Kl. 10:03
11844;Time;Forhandling;Kl. 10:02
11884;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
12039;title_name;":
Der stemmes om lovforslagets endelige vedtagelse.

For stemte 106 (S, DF, V, EL, LA, ALT, RV, SF og KF), [imod
stemte 0, hverken for eller imod stemte 0].
Lovforslaget er enstemmigt vedtaget og vil nu blive sendt til statsministeren.

Det næste punkt på dagsordenen er:
4) 3. behandling af lovforslag nr. L 6:
Forslag til lov om ændring af konkurrenceloven. (Undtagelse fra
forbuddet mod konkurrencebegrænsende aftaler, fusioner, egenacces, databeskyttelsesretlige regler, foreløbig ansøgning om
straflempelse og nordisk samarbejde).
Af erhvervsministeren (Brian Mikkelsen).
(Fremsættelse 04.10.2017. 1. behandling 10.10.2017. Betænkning
23.11.2017. 2. behandling 28.11.2017).";Pia Kjærsgaard
12727;Time;;Kl. 10:04
12738;Time;Afstemning;Kl. 10:02
12778;title_name;":
Der stemmes om lovforslagets endelige vedtagelse.
Afstemningen er slut.

Forhandling";Pia Kjærsgaard
12891;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.

4

Torsdag den 30. november 2017 (L 7 A)";Pia Kjærsgaard
13072;Time;"Afstemning

gang til at få skibe under dansk flag og forenklet registrering af
rettigheder i mellemstore fritidsfartøjer).
Af erhvervsministeren (Brian Mikkelsen).
(2. behandling 28.11.2017. Lovforslaget optrykt efter 2. behandling).";Kl. 10:04
13317;Time;;Kl. 10:05
13345;title_name;":
Der stemmes om lovforslagets endelige vedtagelse.
Afstemningen er slut.

Forhandling

For stemte 105 (S, DF, V, EL, LA, ALT, RV, SF og KF), [imod
stemte 0, hverken for eller imod stemte 0].
Lovforslaget er enstemmigt vedtaget og vil nu blive sendt til statsministeren.";Pia Kjærsgaard
13643;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
13780;Time;"Afstemning
Det næste punkt på dagsordenen er:
5) 3. behandling af lovforslag nr. L 7 A:
Forslag til lov om ændring af søloven og lov om sikkerhed til søs
(Ansvarsbegrænsningsbeløb ved vragfjernelse, gennemførelse af
internationale sanktioner vedrørende skibsregistrering, privatretlige havneafgifter m.v.).
Af erhvervsministeren (Brian Mikkelsen).
(2. behandling 28.11.2017. Lovforslaget optrykt efter 2. behandling).";Kl. 10:06
