split;reason;text;value
0;;"Tirsdag den 23. oktober 2001 (D)

8. m ø d e";
83;Time;"515

6) Første behandling af beslutningsforslag nr.
B 4:
Forslag til folketingsbes1utning om skærpede
regler for udgang fra fængsler.
Af Inge Dahl-Sørensen (V) m.fl.
(Fremsat 4/10 2001).

Dagsorden
1) Eventuelt: Første behandling af beslutningsforslag nr. B 65:
Forslag til folketingsbeslutning om dansk maritimt bidrag til NATO's flådeoperationer i den
østlige del af Middelhavet.
Af udenrigsministeren (Mogens Lykketoft).
(Fremsat 23/10 2001).
2) Første behandling af lovforslag nr. L 13:
Forslag til lov om ændring af lov om et videnskabsetisk komitésystem og behandling af biomedicinske forskningsprojekter. (Ændring af
reglerne om udpegning af medlemmer til de regionale komiteer og formandskabet i Den Centrale Videnskabsetiske Komité).
Af IT- og forskningsministeren (Birte Weiss).
(Fremsat 4/10 2001).
3) Første behandling af lovforslag nr. L 24:
Forslag til lov om ændring af sømandsloven og
lov om sikkerhed til søs. (Søfarendes hviletid
m.v.).
Af erhvervsministeren (Ole Stavad).
(Fremsat 3/10 2001).
4) Første behandling af lovforslag nr. L 25:
Forslag til lov om ændring af lov om sikkerhed
til søs. (Gebyrbelagt arbejdsmiljøtilsyn, tilskud
for ekstraindsats på arbejdsmiljøområdet, indberetningspligt, an1øbsforbud samt låsning og
losning af bulkskibe).
Af erhvervsministeren (Ole Stavad).
(Fremsat 3/10 2001).
5) Første behandling af lovforslag nr. L 35:
Forslag til lov om ændring af lov om aktieselskaber, lov om anpartsselskaber, lov om værdipapirhandel m.v. og skattekontrolloven. (Udvidelse af selskabsregister med ejeroplysninger).
Af erhvervsministeren (Ole Stavad).
(Fremsat 10/10 2001). 홢

Samtykke til behandling";kl. 15.15
1756;title_name;":
Den sag, der er opført under dagsordenens
punkt 1, kan kun med Tingets samtykke behandles i dette møde, og da der er ønsket afstemning om dispensation til at gennemføre førstebehandlingen af beslutningsforslag nr. B 65,
foretager vi afstemning.
Afstemning
Afvigelse fra den i forretningsordenen fastsatte
frist vedtoges med 113 stemmer (S, V, KF, SF, DF,
CD, RV, KRF og Arne Melchior (UP)) mod 3
(EL).

Den første sag på dagsordenen var:
1) Første behandling af beslutningsforslag nr.
B 65:
Forslag til folketingsbeslutning om dansk maritimt bidrag til NATO's flådeoperationer i den
østlige del af Middelhavet.
Af udenrigsministeren (Mogèns Lykketoft).
(Fremsat 23/10 2001).
Forslaget sattes til forhandling.
Forhandling";Henning Grove
2494;name_party;":
Kampen mod den internationale terrorisme bliver langvarig og krævende. Danmark har tidligt
og fra første færd givet udtryk for aktivt at ville
medvirke til bekæmpelse af terrorisme: det gjorde Danmark umiddelbart efter angrebene mod
USA den 11. september.

516

Tirsdag den 23. oktober 2001 (B 65)

Senest har Danmark i EU - mere konkret i
Det Europæiske Råd - givet udtryk for sin utvetydige og fuldstændige støtte til den aktion mod
terrorisme under enhver form, som gennemføres inden for de rammer, der er fastlagt af FN.
Det har yderligere bekræftet Danmarks fuldstændige solidaritet med USA.
I FN, EU, NATO og OSCE er der allerede besluttet og iværksat en lang række tiltag til bekæmpelse af den internationale terrorisme. Alene EU's handlingsplan omfatter ikke mindre
end 79 foranstaltninger. Dette blot som et eksempel på, hvor omfattende og bredt der gås til
værks.
På det militære område gennemføres efter beslutning i NATO-rådet en række tiltag - otte i alt
- bl.a. om styrket efterretningssamarbejde, om
brug af havne- og flypladser, som stilles til rådighed, og der er som bekendt også danske besætningsmedlemmer på NATO's luftbårne varslingsfly.
For kort tid siden besluttede regering og Folketing at sende 50 soldater til Makedonien. Som
yderligere aktivt bidrag til bekæmpelse af terrorisme søger regeringen nu Folketingets samtykke til, efter anmodning fra NATO, at bidrage
med en af søværnets korvetter, aktuelt korvetten
»Niels Juel«, til deltagelse i NATO's flådeoperationer i det østlige Middelhav. Opgaverne vil
fortrinsvis blive overvågning, kontrol og patruljering. Der kan blive tale om magtanvendelse i
selvforsvar eller for at gennemføre pålagte opgaver, hvorfor der søges et såkaldt robust mandat.
Den socialdemokratiske gruppe anbefaler, at
Folketinget meddeler sit samtykke.
(Kort bemærkning).";Per Kaalund
4341;name_party;":
Ja, nu begynder jo så betalingen af den blankocheck, som et flertal i Folketinget har udstedt til
USA. Det vil jeg vende tilbage til i mit ordførerindlæg.
Nu er det jo nok sådan, at når et flertal i Folketinget har den opfattelse, at de følger USA
hele vejen, uanset hvor det måtte føre hen og
med hvilke omkostninger, så er det måske ikke
nødvendigt at stille så mange spørgsmål. Men vi
andre føler, at Folketinget bør behandle den her
sag ordentligt og grundigt, og at den indeholder
en lang række principielle problemer om rækkevidden af det mandat, som man ønsker at udstyre styrken i Middelhavet med.

Derfor stemte vi imod at give dispensation,
fordi der foreligger en tidsplan for udvalget,
som betyder, at det i realiteten er umuligt at nå
at stille dybdeborende spørgsmål i denne her
sag, og det er helt umuligt at forvente at få nogen som helst svar med noget som helst substansindhold. Og derfor vil jeg godt spørge, om
Socialdemokratiet vil være med til, at vi simpelt
hen udsætter andenbehandlingen i en uge til
torsdag otte dage. Det er jo sådan, at skibet i virkeligheden jo slet ikke kan sejle på nuværende
tidspunkt, så vidt jeg har forstået, så Folketinget
kan jo godt få tid til at behandle den her sag ordentligt, hvis viljen er til stede.
(Kort bemærkning).";Keld Albrechtsen
5637;name_party;":
Det er vores opfattelse, kan jeg sige til hr. Keld
Albrechtsen, at korvetten »Niels Juel«, som der
er tale om, indgår som et fast led i NATO's atlantflåde, det vil sige, at det er dagligdag, at vi
har enheder tilmeldt til NATO's atlantflåde. Det,
der er tale om her nu, er en særlig opgave i det
østlige Middelhav, hvor man skal udstyres med
et lidt stærkere mandat.
Vi mener, at sagen er relativt enkel. Vi mener
ikke, den indeholder de principielle ting, som hr.
Keld Albrechtsen refererer til. Vi mener, at der
vil blive tid til dels at stille spørgsmål i dag og
dels få besvarelser frem, således at vi kan andenbehandle denne sag på torsdag. Vi er opmærksomme på, at alt skal gå rimelig hurtigt i disse
sammenhænge her, og vi kan ikke medvirke til
at udsætte i en uge.
(Kort bemærkning).";Per Kaalund
6452;name_party;":
Ja, som jeg har forstået den planlægning, som
formanden for Forsvarsudvalget forestiller sig,
så afsluttes fristen for spørgsmål, når mødet i
Forsvarsudvalget er slut, ganske kort tid efter
den her første behandling. Så jeg skal altså skrive de her spørgsmål, mens jeg diskuterer med
hr. Kaalund her fra talerstolen. Jeg synes ikke,
det er nogen stor og lang frist at give til at stille
spørgsmål.
Det er jo også sådan, at en betænkning skal
ligge to dage før andenbehandlingen. Det vil sige, at når andenbehandlingen skal være på torsdag, så ved jeg ikke rigtig, hvordan man forestiller sig, man så skal kunne nå at få besvaret
spørgsmålene.
Så siger hr. Kaalund nu, at det jo ikke er noget
sådan stort mandat, men der står i bemærknin-

Tirsdag den 23. oktober 2001 (B 65)
gerne, at det er et robust mandat, og der står, der
kan blive tale om, at denne korvet kommer i
krig. Det er jo det, der står - at det kan være, den
kommer i krig. Det kalder jeg et forholdsvis
stort, temmelig rummeligt mandat, og det var
da rimeligt, at vi fik mulighed for noget mere
grundigt at få afklaret det spørgsmål.
(Kort bemærkning).";Keld Albrechtsen
7589;name_party;":
Til hr. Keld Albrechtsen kan jeg sige, at det selvfølgelig er rimeligt, der kan stilles spørgsmål, og
i øvrigt har der jo kunnet stilles spørgsmål, i
hvert fald forberedt spørgsmål, i hvert fald i et
døgns tid efterhånden.
For det andet vil jeg sige, at de opgaver - det
fremgår også af bemærkningerne til forslaget går ud på overvågning og patruljering som de
fornemste opgaver, og trusselsvurderingen er, at
det danske skib ikke vil komme i konflikt.
Men det er korrekt, at det robuste mandat indeholder, at man kan bruge våbenmagt i selvforsvar, og man kan også - afhængig af hvilken opgave der måtte blive pålagt via de beslutningsmekanismer, der er - skulle anvende våbenmagt. Men det er ikke meningen, at vi direkte
skal sende det skib i krig.

517

Men det kan jeg forstå vi ikke får. Det beklager vi i Enhedslisten. Der bliver talt meget om
lovkvalitet og grundighed i folketingsarbejdet,
og jeg har ikke set nogen begrundelse for, hvorfor det her skal hastes så hurtigt igennem.
(Kort bemærkning).";Per Kaalund
8613;name_party;":
Som sagt betragter vi sagen som relativt enkel,
selv om den i sig selv er alvorlig, og spørgsmål,
der måtte blive stillet, er vi da helt indstillet på .
skal besvares. Om det så bliver efter på torsdag
og efterfølgende, så er jeg helt sikker på, at der
vil komme besvarelser på de spørgsmål, der
måtte være relevante.
Men i øvrigt kan jeg sige, at vi vedkender os
den beslutning, der er truffet i henhold til artikel
5 i NATO-traktaten, hvorefter et angreb på USA
som det, der skete, er et angreb på hele alliancen, og det vil sige samtlige 19 NATO-lande. Og
der kan blive behov for i enkelte situationer, at
Danmark også bidrager yderligere. Der står i bemærkningerne til forslaget her, at såfremt mandatet skal udvides eller væsentligt ændres, vil
regeringen kunne komme tilbage til Folketinget
eller til Udenrigspolitisk Nævn, afhængigt af sagens størrelse.

(Kort bemærkning).";Per Kaalund
9517;name_party;:;Svend Aage Jensby
9540;name_party;":
Jeg var en af de politikere, der opholdt mig i
Det er rigtigt, at vi har haft nogle timer til at læse Washington den 11. september og var der nogle
bemærkningerne, men jeg må så sige, at bedage efter og var herunder til en delvis privat
mærkningerne rejser flere spørgsmål, end de gi- sammenkomst, hvori deltog en række højtståenver svar.
de officerer og mange civile amerikanere. De udJeg læser bemærkningerne således, at manda- trykte den største taknemlighed for den moraltet i realiteten ikke er begrænset, for hvis disse
ske støtte, Danmark havde givet USA ved sin
nye opgaver, som hr. Kaalund nævner, indebæaccept af artikel 5 den 12. september, det kan jeg
rer krigsdeltagelse i Mellemøsten, ja, så er manforsikre.
datet rummeligt nok til at give mulighed for .
Derfor er det jo i fuldstændig forståelse med
krigsførelse. Det ligger også i, at man henviser
den holdning, at jeg også med det samme kan sitil både NATO's artikel 5 og til hele grundlaget i ge: Venstre støtter det her forslag. Det manglede
FN-pagtens artikel 51. Det er altså en del af den
bare, om ikke vi skulle bistå USA med de skridt,
krigsførelse, som i øjeblikket finder sted i Afgha- man har iværksat sammen med briterne til at benistan. Det synes jeg er meget vidtgående, og vi
kæmpe terrorismen. Vi er tilfredse med de
ville gerne kende grænserne for mandatet. Vi vil skridt, der allerede er foretaget fra dansk side
også gerne vide, hvornår regeringen eventuelt
med hensyn til luftrum, flystationer osv., som hr.
igen skulle spørge Folketinget, hvis skibet skal i . Kaalund var inde på.
krig og vedblive med at være i krig.
Nu skal vi altså sende korvetten »Niels Juel«,
Jeg synes, der er mange spørgsmål, som også
til det østlige Middelhav som en del af STANAVaf hensyn til kommende situationer ville være
FORLANT.
væsentlige at få besvaret grundigt og præcist i
Jeg har forstået det sådan, at en af grundene
den her sag, for der kan jo opstå en situation,
til det, en væsentlig grund til den deployering,
hvor NATO beder om yderligere danske styrker. er, at kampgruppe »Theodore Roosevelt« nu allerede er på vej, eller er vel derovre, i Det.Indi-

518

Tirsdag den 23. oktober 2001 (B 65)

ske Ocean eller Den Persiske Golf, så vi kan altså
være med til med et beskedent, men alligevel
godt bidrag at udfylde det tomrum, der er efterladt i det østlige Middelhav, efter at »Theodore
Roosevelt« med sine ledsageskibe er deployeret
til nærområderne af Afghanistan.
Vi hilser med tilfredshed, at der i styrken i det
østlige Middelhav også vil komme til at indgå
en række allierede fly, eventuelt undervandsbåde. Det tyder for os på, at det bliver en kampkraftig styrke, »Niels Juel« skal operere sammen
med.
Vi er også tilfredse med, at der står i punkt 5 i
bemærkningerne, at der vil blive udarbejdet et
robust mandat til styrken. Det passer os fint. Det
skal være fuldstændig klart, således at vores soldater, vores besætning om bord på skibet, virkelig er udstyret med den totale opbakning fra Folketingets side. Og det fornemmer jeg vil blive
tilfældet.
Det glæder mig i øvrigt. Det er vel mange år
siden, at en regering og en så bred opposition,
som vi nu har med at gøre, i den grad står sammen i den udenrigspolitiske situation. Det bekommer os vel i Venstre.
Der er kun én ting, jeg vil bede om - jeg har jo
sporadisk nævnt det sådan en passant - at vi
kommer til at overveje fremover, og det er jo det,
der står om, at der ikke er værnepligtige om
bord. Jeg ved godt, at det er en efterhånden
gammel tradition, at vi ikke har det ved de her
operationer. Men jeg tror, der er mange værnepligtige i flåden - selv om vi har for få værnepligtige i flåden - og også i de to andre værn,
som gerne ville deltage i løsningen af opgaver
som den her, også mere fredsbevarende, fredsskabende opgaver, f.eks. på Balkan.
Vi har selv været med til at acceptere, at vi
ikke sender ikkefærdiguddannede værnepligtige ud. Det erkender jeg. Men jeg tror, det ville
være et godt signal - også af hensyn til officerstilgangen i fremtiden - hvis man på frivilligt
grundlag gav nogle flere værnepligtige mulighed for at deltage i de her opgaver. Men det kan
jeg vende tilbage til. Jeg synes bare, at det skulle
siges herfra.
Vi vil med størst mulig kampkraft gå ind i en
hurtig udvalgsbehandling, så ministeren kan få
grønt lys til at sende »Niels Juel« af sted.";Keld Albrechtsen
13893;name_party;":
For en halv snes år siden vedtog man jo også her
i dette Folketing at sende en korvet af sted på en
maritim opgave. Det var til Golfen. Dengang var

der et socialdemokratisk folketingsmedlem han er i dag minister - der udtalte, at det var en
rigtig dårlig idé, for korvetten ville jo bare sejle i
vejen.
Jo, der er heldigvis sket noget, og tak for det.
For den holdning, som vedkommende folketingsmedlem gav udtryk for for en halv snes år
siden, har vi konservative ikke. Vi ved jo, at de
danske korvetter er moderne og effektive. Vi
ved, at besætningsmedlemmerne om bord på
korvetterne er dygtige, de er veluddannede, og
de kan deres job. Og det gælder også de få værnepligtige, der er om bord.
Vi ved også, at korvetterne sammen med andre danske flådefartøjer, når de deltager i internationale opgaver sammen med norske, hollandske, tyrkiske, græske, amerikanske og canadiske flådestyrker, optræder effektivt og professionelt side om side med de andre. Så derfor er
vi ikke i tvivl om, at selvfølgelig kan korvetten
yde en flot, en god og en effektiv indsats.
Vi konservative siger ja af tre grunde. For det
første siger vi ja, fordi der er et behov og muligvis kan blive et større behov i fremtiden for, at
der er en NATO-flådestyrke i den østlige del af
Middelhavet.
For det andet siger vi ja, fordi det her er et
led, om end et lille led, men dog et led i den internationale kamp mod terroren.
Og for det tredje siger vi ja, fordi vi derved lever op til det tilsagn, som vi sammen med de 17
andre NATO-lande gav til det 19. land, Amerika, allerede den 12. september om, at det her var
at betragte som en artikel 5-operation, altså det,
der populært hedder »én for alle og alle for én«.
Så derfor kommer der fra konservativ side et
klart og fuldtonende ja.
Så vil jeg til sidst sige noget i forlængelse af
det, Venstres ordfører sagde om de værnepligtige. Der har vi samme holdning til det spørgsmål, som vi altid har haft, at såfremt den værnepligtige om bord på korvetten har modtaget en
uddannelse, der gør ham fuldt ud i stand til at
løse de opgaver, han skal bestride, og han selv
ønsker frivilligt at deltage, så skal han have muligheden.";Helge Adam Møller
16062;name_party;":
Jeg skal ikke gennemgå forslaget - det er jo gennemgået af tidligere ordførere - men baggrunden for forslaget, terrorangrebene på mål i USA
den 11. september.
Sikkerhedsrådet i FN har med resolution nr.
1368 givet retten til at udøve individuelt eller

Tirsdag den 23. oktober 2001 (B 65)
kollektivt selvforsvar i overensstemmelse med
FN-pagtens artikel 51. Det er så gentaget den 28.
september i resolution nr. 1373, hvor man siger,
at terrorangrebet udgjorde en trussel mod den
internationale fred og sikkerhed, og bekræfter
på ny retten til at udøve individuelt eller kollektivt selvforsvar.
SF har fra starten støttet en målrettet militær
indsats med det formål at finde og bekæmpe de
terrornetværk, der stod bag de iskolde massemord den 11. september. ,Vi har fra starten fordømt det helt uden forbehold. Der eksisterer på
denne her jord ikke nogen undskyldning for at
tage mere end 6.000 mennesker som gidsler i en
terroraktion.
,
Det betyder modsat ikke, at SF har givet
grønt lys til en hvilken som helst militæraktion.
Vi har ikke, og vi vil ikke udskrive nogen blankocheck, men vi vil nøje holde øje med udviklingen. Det er der flere gode grunde til.
For det første: Det er afgørende at støtte den
besindige linje, som udenrigsminister Powell
indtil nu har stået for, og ikke en hvilken som
helst amerikansk linje. Derfor er der brug for,
også i krig, en kritisk offentlighed og ikke medløberi.
For det andet er det for SF helt afgørende, at
krigen ikke kommer til at omfatte civile mål. Der
er intet, der begrunder, at drabene på uskyldige
i New York og Washington besvares med drab
på uskyldige civile i Afghanistan.
For det tredje: Det er ligeledes afgørende for
SF, at krigen ikke geografisk udvides til andre
lande. Ellers er risikoen, at vi står i en konflikt af
helt uoverskuelige dimensioner, og det vil med
sikkerhed betyde, at den nuværende koalition
falder fra hinanden, og så står vi med en helt anden og langt farligere konflikt.
For det fjerde er erkendelsen af, at terroren
ikke kun bekæmpes militært, men også giver
anledning til at handle på de områder, hvor uløste konflikter bærer ved til had, til afmagt, til desperation, som giver grobund for fanatisme og
kynisme, afgørende for SF. Denne konflikt udspilles jo samtidig med, at mellemøstkonflikten
optrappes dramatisk. Tostatsløsningen i Palæstina skal sikres nu. Det er afgørende at bruge øjeblikket til det.
Endelig er det vigtigt, at den militære indsats
ikke bliver langvarig, som Powell, den amerikanske udenrigsminister, også gav udtryk for i
søndags. Først og fremmest af hensyn til den humanitære situation i Afghanistan med de mange
flygtninge, der står over for den afghanske vin-

519

ter uden mad og husly, men også af hensyn til at
lade de diplomatiske og politiske skridt afløse
de militære for at finde den fremtid for Afghanistan, hvor FN kommer til at spille en afgørende
rolle: så er det vigtigt, at en militær indsats snart
slutter og erstattes af den civile kæmpeindsats,
der forestår i Afghanistan.
Jeg vil godt bede udenrigsministeren overveje, om Danmark ikke skal tage et selvstændigt
initiativ. Nemlig et forslag om allerede nu at få
etableret en FN-konference om Afghanistans
fremtid, hvor man sikrer, at den diplomatiske,
den politiske forberedelse til den situation, der
under alle omstændigheder kommer på det tidspunkt, hvor politiske og diplomatiske skridt
skal afløse de militære, forberedes så grundigt
som muligt, så vi ikke kommer i en situation,
hvor dårlig forberedelse betyder, at man ikke
kan sætte ind på det tidspunkt, hvor man faktisk
ellers ville kunne sætte ind.
Jeg synes personlig, det ville være fint, og SF
synes, det ville være fint, hvis Danmark spillede
ud med, at vi godt ville være vært ved sådan en
FN-konference, hvor man så sideløbende med
konferencen om den politiske løsning i Afghanistan også sikrede en parallel donorkonference,
så man sikrer, at den pengeindsamling, den donation, der er en forudsætning for at komme videre, igen ikke kommer til at skulle afvente et
forløb, men at vi er forberedte, når den kommer.
Med de bemærkninger kan vi støtte beslutningsforslaget.";Villy Søvndal
