month_year_id,Parti,overlap_with,overlap_score,difference_score,mean_theta,sd_theta
2009_11,Ny Alliance,Dansk Folkeparti,0.35409407412020905,0.645905925879791,0.09616116104976334,0.08714304474321774
2009_11,Ny Alliance,Socialistisk Folkeparti,0.3078213398226764,0.6921786601773237,0.09616116104976334,0.08714304474321774
2009_11,Ny Alliance,Venstre,0.2147034366253329,0.7852965633746671,0.09616116104976334,0.08714304474321774
2009_11,Ny Alliance,Socialdemokratiet,0.23616440859943033,0.7638355914005697,0.09616116104976334,0.08714304474321774
2009_11,Ny Alliance,Radikale Venstre,0.21047962677915605,0.789520373220844,0.09616116104976334,0.08714304474321774
2009_11,Ny Alliance,Det Konservative Folkeparti,0.17818700935949408,0.821812990640506,0.09616116104976334,0.08714304474321774
2009_11,Ny Alliance,Enhedslisten,0.1853495732461593,0.8146504267538407,0.09616116104976334,0.08714304474321774
2009_11,Dansk Folkeparti,Ny Alliance,0.35409407412020905,0.645905925879791,-0.03218233407901505,0.278818854156572
2009_11,Dansk Folkeparti,Socialistisk Folkeparti,0.8132953062724073,0.18670469372759269,-0.03218233407901505,0.278818854156572
2009_11,Dansk Folkeparti,Venstre,0.6211380765465118,0.37886192345348824,-0.03218233407901505,0.278818854156572
2009_11,Dansk Folkeparti,Socialdemokratiet,0.2881705136244282,0.7118294863755719,-0.03218233407901505,0.278818854156572
2009_11,Dansk Folkeparti,Radikale Venstre,0.5678383420479256,0.4321616579520744,-0.03218233407901505,0.278818854156572
2009_11,Dansk Folkeparti,Det Konservative Folkeparti,0.5052031154694256,0.49479688453057435,-0.03218233407901505,0.278818854156572
2009_11,Dansk Folkeparti,Enhedslisten,0.514415727457165,0.485584272542835,-0.03218233407901505,0.278818854156572
2009_11,Socialistisk Folkeparti,Ny Alliance,0.3078213398226764,0.6921786601773237,0.06541934829396084,0.40244400604134295
2009_11,Socialistisk Folkeparti,Dansk Folkeparti,0.8132953062724073,0.18670469372759269,0.06541934829396084,0.40244400604134295
2009_11,Socialistisk Folkeparti,Venstre,0.6862701313307688,0.31372986866923125,0.06541934829396084,0.40244400604134295
2009_11,Socialistisk Folkeparti,Socialdemokratiet,0.27661738048857965,0.7233826195114204,0.06541934829396084,0.40244400604134295
2009_11,Socialistisk Folkeparti,Radikale Venstre,0.6106679190926191,0.3893320809073809,0.06541934829396084,0.40244400604134295
2009_11,Socialistisk Folkeparti,Det Konservative Folkeparti,0.5678430427590178,0.43215695724098224,0.06541934829396084,0.40244400604134295
2009_11,Socialistisk Folkeparti,Enhedslisten,0.5000482416551912,0.49995175834480876,0.06541934829396084,0.40244400604134295
2009_11,Venstre,Ny Alliance,0.2147034366253329,0.7852965633746671,0.13983610936064547,0.7582893972876822
2009_11,Venstre,Dansk Folkeparti,0.6211380765465118,0.37886192345348824,0.13983610936064547,0.7582893972876822
2009_11,Venstre,Socialistisk Folkeparti,0.6862701313307688,0.31372986866923125,0.13983610936064547,0.7582893972876822
2009_11,Venstre,Socialdemokratiet,0.2629348566082598,0.7370651433917401,0.13983610936064547,0.7582893972876822
2009_11,Venstre,Radikale Venstre,0.802309871043772,0.19769012895622795,0.13983610936064547,0.7582893972876822
2009_11,Venstre,Det Konservative Folkeparti,0.734506187517811,0.26549381248218895,0.13983610936064547,0.7582893972876822
2009_11,Venstre,Enhedslisten,0.44658279685551433,0.5534172031444857,0.13983610936064547,0.7582893972876822
2009_11,Socialdemokratiet,Ny Alliance,0.23616440859943033,0.7638355914005697,0.10623023459509752,0.4864442628189336
2009_11,Socialdemokratiet,Dansk Folkeparti,0.2881705136244282,0.7118294863755719,0.10623023459509752,0.4864442628189336
2009_11,Socialdemokratiet,Socialistisk Folkeparti,0.27661738048857965,0.7233826195114204,0.10623023459509752,0.4864442628189336
2009_11,Socialdemokratiet,Venstre,0.2629348566082598,0.7370651433917401,0.10623023459509752,0.4864442628189336
2009_11,Socialdemokratiet,Radikale Venstre,0.2782352038113062,0.7217647961886938,0.10623023459509752,0.4864442628189336
2009_11,Socialdemokratiet,Det Konservative Folkeparti,0.26489400541410285,0.7351059945858971,0.10623023459509752,0.4864442628189336
2009_11,Socialdemokratiet,Enhedslisten,0.24266854502349444,0.7573314549765056,0.10623023459509752,0.4864442628189336
2009_11,Radikale Venstre,Ny Alliance,0.21047962677915605,0.789520373220844,-0.09456884932303933,0.5393592817408009
2009_11,Radikale Venstre,Dansk Folkeparti,0.5678383420479256,0.4321616579520744,-0.09456884932303933,0.5393592817408009
